,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.537294155634485,0.5773329028091702,0.5873425896028415,0.53406522441072,0.5556990636099451
Sim Entropy,0.6948659993542138,0.7294155634484986,0.7261866322247336,0.6997093961898612,0.7145624798191799
Rep Entropy,0.6935744268647078,0.7307071359380045,0.7252179528576042,0.7135938004520503,0.7145624798191799
Lap Score,0.6748466257668712,0.7313529221827575,0.7200516628995802,0.6926057474975783,0.7048756861478851
SPECtrum,0.6790442363577656,0.7135938004520503,0.6993865030674846,0.6783984501130126,0.6929286406199548
Mutual Corre,0.6977720374556022,0.7345818534065225,0.729092670326122,0.7058443655150145,0.7145624798191799
MICI,0.558282208588957,0.6115595737810785,0.5892799483371004,0.5569906360994511,0.5763642234420406
MDCM,0.5544074911204392,0.6047788182111721,0.5928317726832418,0.5498869874071682,0.5763642234420406
Linear Depend,0.588957055214724,0.6202776880852438,0.6212463674523733,0.5592508879560866,0.5918630933161124
MPMR,0.6851792056829189,0.7278010978366161,0.7319987084275105,0.6877623506619309,0.7313529221827575
MCFS,0.6745237326444947,0.7313529221827575,0.7203745560219568,0.6990636099451082,0.6997093961898612
RSPCA,0.6625766871165644,0.7174685179205683,0.702938327413626,0.6444946722634808,0.70810461737165
ANOVA F,0.70810461737165,0.7562156926057475,0.7607361963190185,0.7239263803680982,0.7300613496932515
ReliefF,0.7110106554730384,0.7471746851792057,0.7378107846302874,0.711979334840168,0.7313529221827575
Info Gain,0.7100419761059089,0.758475944462383,0.7549241201162415,0.7206974491443332,0.7281239909589926
MRMR,0.711979334840168,0.7452373264449467,0.7310300290603811,0.7090732967387795,0.7300613496932515
ERFS,0.6974491443332257,0.7358734258960284,0.7452373264449467,0.7106877623506619,0.7313529221827575
