0.6606393283823054,0.7203745560219568,0.7229577010009687,0.6503067484662577,0.6880852437843074,0,2,3,4,9,10,12,13,14,15,17,18,20,21,22,23,24,25,26,27,28,29,31,33,34,35
0.7006780755569907,0.7610590894413949,0.754601226993865,0.6919599612528253,0.7281239909589926,2,3,4,5,6,9,11,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.6783984501130126,0.7394252502421699,0.7429770745883113,0.6777526638682596,0.7190829835324507,0,1,2,3,5,6,7,8,9,10,12,15,18,19,20,22,24,25,26,27,29,30,31,32,33,35
0.6909912818856958,0.7600904100742654,0.7526638682596061,0.686470778172425,0.7313529221827575,0,1,2,3,4,5,7,8,10,11,12,15,16,17,18,19,20,21,22,24,26,27,30,31,32,35
0.6754924120116241,0.7145624798191799,0.7090732967387795,0.6499838553438811,0.6932515337423313,0,1,2,3,4,8,9,10,12,13,14,15,16,17,20,21,22,23,25,26,28,29,31,32,33,34
0.6464320309977397,0.7339360671617694,0.7236034872457217,0.656441717791411,0.7145624798191799,1,5,7,8,9,10,11,12,13,14,17,19,20,21,22,23,26,27,28,29,30,31,32,33,34,35
0.6926057474975783,0.7629964481756538,0.7458831126896998,0.681304488214401,0.7313529221827575,2,3,4,5,6,7,8,10,11,12,14,15,16,18,20,21,22,24,25,27,28,30,32,33,34,35
0.6935744268647078,0.7529867613819826,0.759121730707136,0.6851792056829189,0.7313529221827575,0,1,2,3,4,9,10,12,13,14,16,17,19,21,22,23,24,25,26,29,30,31,32,33,34,35
0.6987407168227316,0.7442686470778173,0.7442686470778173,0.6519212140781402,0.7313529221827575,0,2,3,6,7,8,9,10,12,13,14,16,17,18,19,20,22,23,26,27,29,30,32,33,34,35
0.7051985792702615,0.7575072650952535,0.757184371972877,0.6822731675815306,0.7313529221827575,1,2,3,5,6,11,12,13,14,15,16,17,18,19,22,23,24,25,26,27,30,31,32,33,34,35
0.6729092670326122,0.7452373264449467,0.7261866322247336,0.6641911527284469,0.6938973199870843,0,1,3,4,5,6,8,9,11,13,14,15,16,17,18,22,23,24,25,26,27,28,29,32,33,34
0.6968033580884727,0.757184371972877,0.7555699063609945,0.6884081369066839,0.7313529221827575,0,1,2,3,4,9,10,11,12,16,17,18,21,22,23,24,25,26,27,28,29,30,31,32,33,35
0.6477236034872457,0.6880852437843074,0.6855020988052954,0.630933161123668,0.6625766871165644,0,1,2,3,4,5,6,7,8,10,12,13,15,17,19,20,22,25,26,27,28,29,31,33,34,35
0.6800129157248951,0.7513722957701001,0.7462060058120762,0.6742008395221182,0.7313529221827575,0,1,4,5,6,7,8,9,10,12,13,14,16,17,20,21,22,24,25,26,27,28,30,31,33,35
0.6900226025185664,0.7468517920568292,0.7397481433645463,0.6809815950920245,0.7313529221827575,0,1,2,3,4,5,6,8,9,11,14,15,16,19,20,21,23,25,26,28,29,30,31,32,33,35
0.7013238618017437,0.753309654504359,0.7536325476267356,0.681950274459154,0.7313529221827575,0,3,4,8,9,10,11,12,13,14,16,17,18,21,22,23,24,25,26,27,29,30,32,33,34,35
