0.6958346787213432,0.7639651275427833,0.7555699063609945,0.686470778172425,0.7313529221827575,1,3,4,5,7,8,9,10,12,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.7000322893122376,0.755247013238618,0.7581530513400064,0.6803358088472715,0.7313529221827575,0,1,2,3,5,6,7,8,9,10,11,13,15,16,17,18,19,21,23,24,27,28,29,30,31,32,33,34,35
0.6767839845011301,0.7171456247981918,0.7077817242492734,0.6499838553438811,0.6935744268647078,0,1,2,3,4,6,8,9,10,11,12,13,15,16,17,18,20,21,22,23,25,26,27,28,31,32,33,34,35
0.682596060703907,0.7458831126896998,0.7445915402001937,0.6829189538262835,0.7313529221827575,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,19,20,21,23,25,27,28,29,30,31,32,33,34,35
0.6790442363577656,0.7349047465288989,0.7374878915079108,0.6625766871165644,0.7190829835324507,0,1,3,4,5,6,7,9,10,11,13,14,15,17,18,19,21,22,23,25,26,28,29,30,31,32,33,34,35
0.6906683887633194,0.7474975783015821,0.7510494026477236,0.6787213432353891,0.7313529221827575,0,2,3,4,5,6,7,8,9,10,12,13,14,15,16,18,19,20,21,23,24,25,27,30,31,32,33,34,35
0.6971262512108493,0.7701000968679367,0.7597675169518889,0.6758153051340007,0.7313529221827575,0,1,2,3,4,5,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,27,28,29,30,33,34,35
0.6793671294801421,0.7413626089764288,0.734258960284146,0.6625766871165644,0.6942202131094608,0,1,2,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,21,24,25,26,27,28,29,31,33,34,35
0.7051985792702615,0.755247013238618,0.7575072650952535,0.6884081369066839,0.7313529221827575,0,1,3,7,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,33,34,35
0.68324184694866,0.7439457539554407,0.7391023571197933,0.6651598320955764,0.6942202131094608,1,2,3,5,6,7,8,9,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,31,32,34,35
