0.8731046960247572,0.8731069329840029,0.8693601697059868,0.8824818664907572,0.8895111026762891,0,1,2,3,4,5,6,8,9,10
0.874024694934375,0.8740183429955798,0.8693601696450586,0.882521095982405,0.8901064621601505,0,1,2,3,5,6,7,8,9,10
0.8707571537272614,0.8707513770097027,0.8662816165667555,0.8803840350330183,0.8888522292265628,0,2,3,4,5,6,7,8,9,10
0.8739617107713669,0.8739562888876766,0.8693601681543409,0.882995324271235,0.8892026273791502,0,1,2,3,4,5,7,8,9,10
0.8738931631369782,0.8738874488018221,0.8693601680776432,0.8811836086579671,0.8874285354774178,0,1,2,3,4,6,7,8,9,10
0.8740640749959047,0.8740590303375304,0.8610057028900064,0.8834975088631823,0.8895387166196825,0,1,2,3,4,5,6,7,8,9
0.8734556643238356,0.8734567898347215,0.8693601678776344,0.8828362819305239,0.8892404461553352,0,1,2,3,4,5,6,7,9,10
0.8738603999447816,0.8738599195396947,0.8693601696835056,0.8823813042311792,0.889521462508009,1,2,3,4,5,6,7,8,9,10
0.8723208556279799,0.8723224400422449,0.8693601674681114,0.8825494462880092,0.8894011180457856,0,1,2,4,5,6,7,8,9,10
0.8739922129699317,0.8739871127922735,0.8693601678776344,0.882842677142778,0.8898380421516006,0,1,3,4,5,6,7,8,9,10
0.8736275531753517,0.8736250984663996,0.8693601678776344,0.8830713636261625,0.8901525166265761,0,1,2,3,4,5,6,7,8,10
