0.8587158958788665,0.8587172093137152,0.8557368983287729,0.8750149846559009,0.883301715946139,0,1,2,3,5,6,8,9
0.8712917061852521,0.8712947623264988,0.8693601697059868,0.879573761144468,0.8861230320044733,0,1,2,4,6,8,9,10
0.8685972906197718,0.8685976834627893,0.8662816165667555,0.8797300039201901,0.8874902596650132,0,2,5,6,7,8,9,10
0.8734116997349834,0.8734020910968905,0.8604471673793471,0.8823838493574934,0.8890319579917315,0,1,2,3,5,6,7,8
0.8728955330467639,0.8728975130220997,0.8693601697059868,0.8796133433409055,0.8862598062109954,0,1,3,4,6,8,9,10
0.8692998972035271,0.8693007514664937,0.8662816165667555,0.8762509197131705,0.8835920298419139,0,2,3,4,6,7,9,10
0.87181900420027,0.8718130921102802,0.8604471673793471,0.881671373106595,0.8880688138888359,0,1,2,3,5,6,7,9
0.8702454027009201,0.8702468606677124,0.8662816165667555,0.8783394507028724,0.8874417036934474,3,4,5,6,7,8,9,10
0.8716647067104848,0.8716675382039218,0.8693601697059868,0.8816949774280043,0.8889376105290675,0,1,2,4,5,6,8,10
0.8687816267715154,0.8687826150090208,0.8662816165667555,0.8773728182406573,0.8841765585302025,0,2,3,4,6,8,9,10
0.8730177847941675,0.873018933078525,0.8693601694357116,0.8819305262726739,0.8893772741346939,0,1,2,3,5,6,8,10
0.8723279440653127,0.8723293552569678,0.8693601674681114,0.881685108863996,0.8890292942407656,0,1,4,5,6,7,8,10
0.8738599794848647,0.8738595020454762,0.8693601696956923,0.8826107446960093,0.8889066843542505,1,3,4,5,7,8,9,10
0.8701984075513335,0.8701982490474006,0.8662816165667555,0.8801269889270388,0.8881029451786655,2,3,4,5,6,7,8,10
0.8697444634267887,0.8697456305242001,0.8593480084901842,0.8805538176318533,0.8885697370709872,2,3,4,5,6,7,8,9
0.8711548214281052,0.8711477004490418,0.8610057028900064,0.88150789387517,0.8882049095487652,0,1,2,3,4,5,6,7
0.8722544435580329,0.8722554942308184,0.8693601672895874,0.8807307750546696,0.8880119856907962,0,1,2,5,6,7,9,10
0.8734285494144061,0.8734225748430404,0.8610057033496958,0.8833835938974252,0.8890062455515517,0,1,2,3,4,5,7,8
0.8686265740784723,0.8686290588644813,0.8662816165667555,0.8794640550940787,0.8868285998140327,0,2,4,5,6,8,9,10
0.8736757852248709,0.8736721774321154,0.8693601696450586,0.8821545787972176,0.8897037345202283,0,1,3,5,6,7,8,10
0.8721573371040188,0.8721579870186624,0.8693601681036034,0.8811389670311008,0.8884217029932212,0,1,2,5,7,8,9,10
0.8739883940397397,0.8739818624789454,0.8604471673793471,0.8804540459409789,0.88659300714842,0,1,2,3,6,7,8,9
0.8641408863924378,0.8641407847496505,0.8610057028900064,0.8763187693069596,0.8833020848277505,0,1,2,4,6,7,8,9
0.869745585592211,0.8697458557003954,0.8662816165667555,0.8800603467550873,0.8868852267386452,0,2,3,5,6,7,9,10
0.8716702823778653,0.8716731729999067,0.8693601672011912,0.8814705787738518,0.8882703460627372,0,1,2,4,5,8,9,10
0.8701634239846415,0.8701580938043035,0.8662816165667555,0.8793697354265504,0.8874434969675651,0,2,3,4,5,7,8,10
0.8718922486419043,0.8718946657749931,0.8693601673062433,0.8816240424369642,0.8886075599642091,1,2,4,5,6,7,8,10
0.872360793807336,0.8723625539716018,0.8693601674681114,0.8811123387262481,0.8877779364248698,0,1,4,5,6,7,9,10
0.8731883153257914,0.8731905607220103,0.8693601681543409,0.8826809939407126,0.888415508805761,0,1,2,3,4,5,7,10
0.8719961699238266,0.8719976057211467,0.8693601679563112,0.880047990595319,0.8860418454259746,0,1,2,4,6,7,8,10
0.872526487688847,0.8725245921177255,0.8610057024717012,0.8824298637558239,0.8895036829842975,1,3,4,5,6,7,8,9
0.8716842575439006,0.8716872306920657,0.8693601697059868,0.8809671300783022,0.8881837546594991,0,1,4,5,6,8,9,10
0.8739601184266399,0.8739554674873385,0.8610057028900064,0.8810398103552803,0.88657050832578,0,1,3,4,6,7,8,9
