0.676923076923077,0.6820512820512821,0.7384615384615385,0.7538461538461538,0.6820512820512821,1,2,3,4,5,6,7,9,13,14,15,16,17,18,19,21
0.5076923076923077,0.6512820512820513,0.6974358974358974,0.7538461538461538,0.6871794871794872,0,1,3,4,6,8,9,10,11,13,14,16,17,18,20,21
0.6461538461538462,0.6564102564102564,0.6923076923076923,0.7538461538461538,0.6564102564102564,0,1,2,3,4,5,6,7,8,9,11,13,15,16,17,21
0.5076923076923077,0.6564102564102564,0.8051282051282052,0.7538461538461538,0.6820512820512821,0,1,2,3,4,6,9,10,11,13,14,16,17,18,20,21
0.676923076923077,0.6820512820512821,0.676923076923077,0.7538461538461538,0.5128205128205128,0,1,2,3,4,6,7,9,11,12,13,14,15,16,18,20
0.5948717948717949,0.6820512820512821,0.6820512820512821,0.7538461538461538,0.6820512820512821,1,4,5,6,7,8,9,10,11,13,14,15,17,18,19,20
0.5948717948717949,0.6102564102564103,0.6974358974358974,0.7538461538461538,0.6564102564102564,2,3,4,5,6,8,9,10,12,13,14,16,17,19,20,21
0.5384615384615384,0.6564102564102564,0.6871794871794872,0.7538461538461538,0.6820512820512821,0,1,2,4,5,6,7,9,10,11,12,13,15,16,18,20
0.5076923076923077,0.5435897435897435,0.6871794871794872,0.7538461538461538,0.6153846153846154,0,2,3,5,6,7,8,9,10,11,12,13,15,16,18,21
0.6153846153846154,0.5230769230769231,0.7025641025641025,0.7538461538461538,0.6820512820512821,0,1,5,6,7,8,10,11,13,14,15,16,17,19,20,21
0.6102564102564103,0.6820512820512821,0.7538461538461538,0.7538461538461538,0.7333333333333333,0,1,2,3,5,6,7,8,9,10,13,14,15,19,20,21
0.6205128205128205,0.5282051282051282,0.8102564102564103,0.7538461538461538,0.6717948717948717,0,1,2,3,5,6,7,9,10,11,12,13,16,17,19,21
0.5743589743589743,0.6512820512820513,0.6820512820512821,0.7538461538461538,0.6564102564102564,0,1,2,3,4,5,6,8,9,10,11,12,13,16,19,21
0.6666666666666666,0.6820512820512821,0.841025641025641,0.7538461538461538,0.6820512820512821,0,3,4,5,6,7,8,9,11,12,14,15,17,19,20,21
0.5333333333333333,0.6205128205128205,0.7435897435897436,0.7538461538461538,0.6871794871794872,1,2,4,5,9,10,11,13,14,15,16,17,18,19,20,21
0.6051282051282051,0.5128205128205128,0.7487179487179487,0.7538461538461538,0.5128205128205128,1,2,5,6,7,9,10,11,12,13,14,15,18,19,20,21
