0.47165908150599917,0.49648324369052543,0.6375672321059164,0.6152254861398427,0.48365742656185357,3,4,7,12,13,17,22,25,38,39,40,43,46,47,52,62,65,69,70,73,78,79,80,83,86,90,92,98,99,100,102
0.4757964418700869,0.5088953247827885,0.6230864708316094,0.5999172527927182,0.49648324369052543,0,7,9,14,17,19,20,24,26,28,31,33,34,50,52,54,55,58,59,67,68,72,73,83,87,88,89,91,92,99,101
0.44062887877534135,0.4534546959040132,0.6098469176665288,0.6450144807612743,0.45386843194042203,1,6,7,8,14,16,19,26,27,29,31,33,35,39,41,44,51,52,65,69,70,72,75,77,79,85,93,96,97,98,100
0.4542821679768308,0.4571783202316922,0.5730244104261482,0.6487381050889532,0.4724865535788167,4,6,9,13,14,26,27,34,35,39,42,43,48,49,54,56,58,59,60,62,63,69,75,77,79,82,86,90,93,96,99
0.4712453454695904,0.4898634671079851,0.6590815059991725,0.6152254861398427,0.4927596193628465,1,3,10,12,14,19,22,23,25,27,29,33,34,35,36,56,59,66,68,70,74,76,81,82,86,89,94,95,97,99,102
0.49648324369052543,0.5002068680182044,0.6210177906495655,0.6495655771617708,0.4902772031443939,8,13,16,19,20,21,23,33,37,38,43,44,52,57,59,61,62,63,66,67,69,70,71,77,78,79,87,91,95,99,102
0.46710798510550267,0.49813818783616054,0.6363260239966901,0.6909391808026479,0.5175837815473727,2,3,4,6,9,10,12,14,15,16,20,28,29,33,38,42,46,48,56,57,61,62,63,66,78,87,91,92,95,96,98
0.4778651220521307,0.5126189491104676,0.6086057095573024,0.6065370293752586,0.5126189491104676,4,5,7,8,9,13,14,21,28,35,37,44,52,53,61,64,65,66,74,75,77,80,81,86,87,88,89,91,92,93,96
0.48365742656185357,0.5059991725279271,0.6239139429044269,0.5730244104261482,0.5059991725279271,1,4,9,13,19,29,33,35,42,45,49,50,53,57,60,62,64,68,69,70,74,78,81,83,85,86,88,89,92,95,102
0.4695904013239553,0.46710798510550267,0.60943318163012,0.5630947455523376,0.4625568887050062,0,7,10,11,17,19,20,21,24,31,33,34,41,46,47,49,50,51,58,59,61,81,82,84,89,94,95,97,99,100,102
0.4931733553992553,0.5109640049648324,0.6177079023582954,0.5672321059164254,0.5146876292925113,8,13,15,21,29,35,38,39,40,41,48,52,53,56,58,59,63,64,66,67,68,69,70,72,74,83,84,88,89,95,97
0.4749689697972693,0.4637980968142325,0.5862639635912288,0.6578402978899462,0.4637980968142325,0,4,6,7,12,19,23,26,28,30,32,34,36,37,39,43,44,46,48,55,58,63,65,66,68,71,77,80,81,91,100
0.4534546959040132,0.497310715763343,0.6135705419942077,0.7529995862639636,0.497310715763343,1,2,3,8,13,14,19,20,21,22,26,29,37,38,39,41,43,59,60,62,68,71,75,78,79,85,89,91,96,97,100
0.5022755482002482,0.5039304923458833,0.6363260239966901,0.6905254447662391,0.5126189491104676,0,1,4,15,21,22,26,29,33,42,44,45,46,50,59,64,66,67,69,71,76,79,82,83,86,89,91,92,93,97,101
0.46917666528754653,0.491932147290029,0.6181216383947041,0.752172114191146,0.5035167563094746,14,19,22,24,27,28,29,31,34,47,48,50,55,56,58,63,67,71,73,74,76,78,84,86,88,92,93,96,99,101,102
0.4600744724865536,0.508067852709971,0.6181216383947041,0.551510136532892,0.508067852709971,1,9,14,16,20,27,32,33,45,49,54,55,58,61,64,67,70,72,73,75,77,82,83,84,88,89,90,91,96,99,102
0.4733140256516343,0.4927596193628465,0.5709557302441043,0.70707488622259,0.46048820852296235,1,4,10,18,22,24,25,27,29,31,37,38,41,42,45,48,50,59,62,64,68,69,71,72,73,76,81,83,98,99,101
0.4563508481588746,0.5105502689284237,0.6297062474141498,0.5192387256930079,0.47662391394290443,0,9,12,16,18,21,25,31,32,38,39,47,50,53,54,55,58,62,65,73,74,78,79,81,85,86,89,93,95,97,102
0.4778651220521307,0.4712453454695904,0.6206040546131568,0.6739760033098883,0.4712453454695904,3,5,6,13,15,20,27,35,39,40,43,47,48,49,53,58,62,66,67,72,74,77,79,82,84,91,92,94,99,100,102
0.44890359950351677,0.46628051303268514,0.6081919735208937,0.6226727347952007,0.46628051303268514,0,4,5,8,13,15,17,20,23,24,26,29,35,40,50,51,55,56,57,60,61,63,67,68,69,70,80,91,94,95,98
0.46917666528754653,0.4757964418700869,0.5995035167563095,0.6760446834919321,0.4757964418700869,3,5,6,8,15,17,28,31,32,33,39,44,47,49,52,54,57,58,61,64,68,69,74,78,81,84,88,89,91,93,101
0.44435250310302027,0.4563508481588746,0.6239139429044269,0.7182457592056268,0.44476623913942903,2,3,7,8,14,18,20,25,27,30,34,36,42,45,46,48,55,56,59,61,63,66,68,69,80,84,89,90,94,96,102
0.47662391394290443,0.5035167563094746,0.645428216797683,0.6210177906495655,0.5035167563094746,0,6,9,10,21,22,23,26,35,36,38,41,42,44,45,51,64,65,69,70,72,79,81,83,90,92,94,95,98,99,100
