0.4749689697972693,0.4807612743069921,0.6226727347952007,0.5970211005378568,0.4807612743069921,0,1,2,3,4,6,8,9,10,13,14,17,20,23,24,26,27,31,32,33,36,41,42,43,46,47,49,50,53,54,56,57,58,59,60,62,63,64,69,70,71,73,75,76,77,78,79,80,81,82,83,85,86,88,89,92,93,94,95,97,98,102
0.45593711212246585,0.48324369052544475,0.6321886636326024,0.5808853951179148,0.48324369052544475,0,1,4,5,6,7,8,9,10,13,14,15,16,17,18,19,23,24,25,30,31,32,34,35,37,39,40,41,42,43,44,45,46,48,51,52,54,55,57,59,61,62,65,66,67,68,74,75,77,79,80,83,85,88,89,92,95,96,97,99,101,102
0.4931733553992553,0.5039304923458833,0.6516342573438146,0.5862639635912288,0.5039304923458833,1,2,3,7,8,11,12,13,14,15,17,20,22,23,26,27,28,30,31,35,36,42,43,46,47,48,50,53,54,55,57,58,59,60,61,62,63,64,68,69,71,72,74,75,77,79,80,81,84,86,87,88,89,90,91,92,94,95,98,99,101,102
0.4596607364501448,0.5345469590401324,0.614811750103434,0.6065370293752586,0.5345469590401324,1,3,4,7,9,14,15,17,18,19,20,21,22,23,25,26,28,29,32,33,34,35,38,42,45,47,48,49,51,54,55,57,58,59,60,61,64,65,67,68,69,71,72,73,75,78,80,81,82,83,84,85,87,89,90,91,92,94,96,98,101,102
0.4898634671079851,0.47083160943318164,0.6483243690525444,0.5899875879189077,0.47083160943318164,1,3,5,6,8,9,10,11,13,15,17,21,23,24,25,26,29,30,31,32,35,36,38,40,41,42,45,46,48,49,50,51,53,54,55,57,60,61,64,65,66,68,73,75,76,78,80,82,83,84,86,87,88,89,90,92,93,95,98,100,101,102
0.46793545717832025,0.5113777410012412,0.6230864708316094,0.5879189077368638,0.5113777410012412,0,1,3,4,5,6,7,9,10,11,14,15,17,19,20,21,22,23,25,26,29,30,31,33,34,36,37,38,41,43,47,50,51,53,54,56,57,58,59,63,64,65,69,72,73,75,76,78,80,81,84,85,86,87,88,90,92,93,95,96,101,102
0.49069093918080264,0.4902772031443939,0.6396359122879602,0.596607364501448,0.4902772031443939,0,1,4,5,6,8,9,14,16,19,20,21,22,23,25,26,27,28,29,31,32,37,38,39,41,44,48,50,55,56,57,59,61,62,63,64,67,68,69,72,73,74,75,77,78,79,81,82,83,86,89,90,92,93,95,96,97,98,99,100,101,102
0.4571783202316922,0.5093090608191974,0.6508067852709971,0.5784029788994621,0.5093090608191974,4,7,8,11,13,15,16,17,19,21,22,23,25,26,28,32,35,36,37,39,40,41,42,43,45,46,48,49,51,53,54,55,56,58,59,60,62,65,67,68,69,70,71,72,73,74,77,79,80,81,84,85,87,88,89,90,91,95,97,99,100,101
0.5122052130740588,0.5134464211832851,0.6350848158874638,0.6487381050889532,0.5134464211832851,1,3,6,7,9,10,11,12,13,14,15,16,18,20,21,24,25,27,30,31,32,34,36,38,39,42,44,45,46,47,52,54,55,56,57,58,60,63,64,65,67,71,72,73,74,75,76,77,78,80,82,83,84,86,87,88,92,93,97,99,101,102
0.47910633016135706,0.5175837815473727,0.6913529168390566,0.5932974762101779,0.5175837815473727,2,4,5,6,7,12,14,15,16,18,19,21,22,24,26,27,28,30,31,33,34,35,37,38,39,40,43,44,45,47,48,49,51,52,54,56,57,58,59,60,62,65,69,73,78,79,80,82,83,85,86,87,88,89,90,91,94,96,97,98,99,101
