0.46876292925113777,0.4911046752172114,0.6152254861398427,0.658254033926355,0.4911046752172114,0,8,10,11,16,17,21,23,25,26,33,36,38,42,44,45,46,47,52,53,57,58,61,63,64,66,67,72,73,75,76,79,80,82,84,88,89,90,92,96,98,99
0.4551096400496483,0.49648324369052543,0.6160529582126604,0.618535374431113,0.49648324369052543,0,1,11,12,13,15,16,23,25,29,32,33,34,37,40,41,43,44,45,46,47,48,50,52,53,54,61,64,65,66,70,72,73,74,76,79,81,83,84,90,93,96
0.45386843194042203,0.49358709143566404,0.645428216797683,0.6090194455937112,0.49358709143566404,0,1,3,5,9,10,11,15,25,28,30,37,38,40,41,42,46,47,49,51,53,54,55,56,57,58,60,61,66,68,72,76,77,83,84,86,90,91,93,97,98,102
0.4534546959040132,0.48903599503516754,0.6115018618121638,0.5875051717004551,0.491932147290029,0,3,7,8,11,12,13,16,17,23,24,25,26,27,28,32,34,35,37,38,39,44,51,52,53,56,58,60,63,65,66,67,68,70,71,76,79,80,84,87,90,94
0.4712453454695904,0.5134464211832851,0.6657012825817129,0.6818369880016549,0.5134464211832851,1,6,8,10,12,13,14,21,24,32,34,35,38,40,41,42,43,48,50,56,57,58,59,60,62,67,70,71,73,77,79,80,82,84,85,87,88,89,90,93,99,100
0.47000413736036406,0.48489863467107985,0.645428216797683,0.5982623086470832,0.48489863467107985,2,4,5,9,10,11,14,16,23,24,28,30,32,33,36,41,46,55,56,59,62,65,66,67,68,69,72,74,79,80,81,82,84,85,88,89,90,92,95,96,101,102
0.48034753827058335,0.5006206040546132,0.6371534960695077,0.6611501861812163,0.5006206040546132,1,4,5,6,10,12,13,18,19,20,23,24,25,31,32,35,39,40,43,44,47,51,54,55,56,61,65,68,71,72,77,79,81,84,87,90,93,94,95,98,101,102
0.45593711212246585,0.47455523376086056,0.5920562681009516,0.5941249482829954,0.47455523376086056,7,8,10,12,13,15,18,20,21,27,29,30,31,34,35,37,41,42,43,46,47,49,50,52,55,56,59,62,63,65,66,68,70,73,74,75,80,85,91,94,95,98
0.4414563508481589,0.4625568887050062,0.6354985519238726,0.7079023582954075,0.4625568887050062,4,5,6,7,8,10,11,13,15,16,18,19,23,24,25,26,30,33,34,36,39,43,54,57,58,60,61,64,65,68,71,72,75,79,81,84,85,92,95,96,100,101
0.4675217211419115,0.5151013653289201,0.6458419528340918,0.60943318163012,0.48903599503516754,1,7,9,10,12,15,16,17,19,21,22,31,32,33,37,39,40,43,47,48,50,52,58,59,60,61,64,68,69,73,74,75,76,78,80,81,83,85,88,94,98,101
0.45014480761274306,0.5014480761274307,0.6392221762515515,0.6268100951592884,0.5014480761274307,2,4,5,6,8,10,11,12,13,18,19,21,22,29,33,34,36,41,42,46,47,48,50,53,54,58,59,65,66,67,70,71,72,73,77,83,89,90,96,97,99,101
0.45759205626810096,0.5018618121638395,0.5775755068266446,0.630947455523376,0.5018618121638395,1,2,4,6,7,8,9,11,15,23,29,31,32,35,39,40,41,42,44,46,47,48,49,50,58,59,61,63,68,77,78,79,82,85,88,94,95,96,98,99,100,101
0.4749689697972693,0.4911046752172114,0.6644600744724866,0.5448903599503516,0.4911046752172114,0,2,6,11,15,17,21,24,27,30,36,40,42,44,46,48,49,50,52,53,54,57,60,68,69,71,75,77,78,80,83,87,89,91,92,94,95,97,99,100,101,102
0.4613156805957799,0.5014480761274307,0.6139842780306165,0.5920562681009516,0.5014480761274307,1,2,4,9,10,11,17,18,21,25,26,27,30,34,35,36,37,38,41,42,46,47,49,53,54,56,59,67,70,72,73,77,79,83,86,88,89,90,96,98,99,102
