,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.7821229050279329,0.7486033519553073,0.7374301675977654,0.7150837988826816,0.6983240223463687
Sim Entropy,0.8268156424581006,0.7988826815642458,0.8044692737430168,0.7653631284916201,0.7374301675977654
Rep Entropy,0.8156424581005587,0.7597765363128491,0.8044692737430168,0.7541899441340782,0.7206703910614525
Lap Score,0.8100558659217877,0.7932960893854749,0.7932960893854749,0.7486033519553073,0.7150837988826816
SPECtrum,0.7988826815642458,0.776536312849162,0.7932960893854749,0.7541899441340782,0.7541899441340782
Mutual Corre,0.8268156424581006,0.7932960893854749,0.8212290502793296,0.7821229050279329,0.7374301675977654
MICI,0.7486033519553073,0.7653631284916201,0.7597765363128491,0.6927374301675978,0.7039106145251397
MDCM,0.7486033519553073,0.7541899441340782,0.7597765363128491,0.6927374301675978,0.7039106145251397
Linear Depend,0.7374301675977654,0.7541899441340782,0.7486033519553073,0.7150837988826816,0.7039106145251397
MPMR,0.8044692737430168,0.7877094972067039,0.8044692737430168,0.7821229050279329,0.7374301675977654
MCFS,0.7821229050279329,0.7988826815642458,0.7988826815642458,0.7653631284916201,0.7653631284916201
RSPCA,0.7877094972067039,0.7653631284916201,0.7374301675977654,0.7039106145251397,0.6983240223463687
ANOVA F,0.8268156424581006,0.7821229050279329,0.8212290502793296,0.7821229050279329,0.7374301675977654
ReliefF,0.8268156424581006,0.770949720670391,0.8212290502793296,0.7821229050279329,0.7374301675977654
Info Gain,0.8268156424581006,0.776536312849162,0.8100558659217877,0.7932960893854749,0.7150837988826816
MRMR,0.8268156424581006,0.7653631284916201,0.8212290502793296,0.7821229050279329,0.7374301675977654
ERFS,0.8044692737430168,0.8044692737430168,0.8044692737430168,0.770949720670391,0.7597765363128491
