,svm,rft,lgn,knn,dtr
0.1,0.664692737,0.641340782,0.665139665,0.650502793,0.661675978
0.2,0.697430168,0.667597765,0.708715084,0.688044693,0.692067039
0.3,0.71575419,0.682793296,0.725586592,0.688379888,0.695307263
0.4,0.762234637,0.726480447,0.764804469,0.732513966,0.711843575
0.5,0.775642458,0.758882682,0.773184358,0.743575419,0.716201117
0.6,0.779553073,0.753184358,0.777094972,0.75396648,0.718659218
0.7,0.808268156,0.782234637,0.799441341,0.761452514,0.721452514
0.8,0.812625698,0.787709497,0.803575419,0.764804469,0.71698324
0.9,0.817791147,0.796304254,0.810485604,0.771379459,0.715943275
