0.7150837988826816,0.6927374301675978,0.7150837988826816,0.7206703910614525,0.7206703910614525,0,7,10,11
0.7262569832402235,0.7039106145251397,0.7430167597765364,0.7206703910614525,0.770949720670391,2,4,5,7
0.6089385474860335,0.6703910614525139,0.7150837988826816,0.7094972067039106,0.7039106145251397,0,4,10,11
0.770949720670391,0.6815642458100558,0.7653631284916201,0.7262569832402235,0.7150837988826816,4,6,8,12
0.770949720670391,0.770949720670391,0.7821229050279329,0.7821229050279329,0.7653631284916201,2,6,10,12
0.6871508379888268,0.6424581005586593,0.7094972067039106,0.6145251396648045,0.6703910614525139,1,3,4,9
0.7597765363128491,0.7541899441340782,0.776536312849162,0.7430167597765364,0.6983240223463687,9,10,11,12
0.7374301675977654,0.6145251396648045,0.7150837988826816,0.6145251396648045,0.6536312849162011,1,7,8,9
0.7821229050279329,0.7374301675977654,0.7821229050279329,0.7541899441340782,0.7597765363128491,1,7,11,12
0.4860335195530726,0.4748603351955307,0.5027932960893855,0.5363128491620112,0.5195530726256983,4,5,6,10
0.6480446927374302,0.6536312849162011,0.6703910614525139,0.5754189944134078,0.6368715083798883,0,5,9,10
0.7486033519553073,0.7206703910614525,0.7486033519553073,0.6983240223463687,0.7039106145251397,1,2,4,11
0.7262569832402235,0.6480446927374302,0.776536312849162,0.7039106145251397,0.7039106145251397,2,3,6,8
0.770949720670391,0.6759776536312849,0.7094972067039106,0.6424581005586593,0.6703910614525139,1,3,4,12
0.7653631284916201,0.6201117318435754,0.7932960893854749,0.6759776536312849,0.6759776536312849,2,4,6,10
0.7206703910614525,0.7318435754189944,0.7206703910614525,0.7318435754189944,0.7039106145251397,2,4,10,11
0.7877094972067039,0.6759776536312849,0.776536312849162,0.7541899441340782,0.7150837988826816,3,10,11,12
0.7039106145251397,0.7262569832402235,0.7206703910614525,0.7206703910614525,0.7150837988826816,0,2,4,11
0.770949720670391,0.7374301675977654,0.7877094972067039,0.7262569832402235,0.6424581005586593,0,4,9,12
0.770949720670391,0.7150837988826816,0.776536312849162,0.7430167597765364,0.7821229050279329,0,3,7,12
0.770949720670391,0.7430167597765364,0.776536312849162,0.8044692737430168,0.7541899441340782,0,8,10,12
0.770949720670391,0.6312849162011173,0.6983240223463687,0.6424581005586593,0.659217877094972,1,3,5,12
0.7653631284916201,0.8044692737430168,0.7541899441340782,0.7374301675977654,0.776536312849162,0,1,2,12
0.7653631284916201,0.7374301675977654,0.7486033519553073,0.664804469273743,0.7206703910614525,0,2,6,10
0.7262569832402235,0.5418994413407822,0.7206703910614525,0.7094972067039106,0.5865921787709497,3,6,8,10
0.7318435754189944,0.7374301675977654,0.7206703910614525,0.7541899441340782,0.7262569832402235,2,3,10,11
0.770949720670391,0.6815642458100558,0.7877094972067039,0.7318435754189944,0.6927374301675978,4,9,10,12
0.6927374301675978,0.5977653631284916,0.6927374301675978,0.6703910614525139,0.6089385474860335,1,5,6,9
0.5865921787709497,0.7039106145251397,0.6983240223463687,0.5977653631284916,0.7206703910614525,1,5,6,10
0.770949720670391,0.7932960893854749,0.776536312849162,0.7262569832402235,0.770949720670391,1,2,6,12
0.7318435754189944,0.6815642458100558,0.7262569832402235,0.6815642458100558,0.7486033519553073,0,2,5,7
0.7262569832402235,0.6536312849162011,0.7150837988826816,0.7150837988826816,0.6536312849162011,1,6,7,9
0.6368715083798883,0.6256983240223464,0.6480446927374302,0.5251396648044693,0.6927374301675978,3,5,6,7
0.7039106145251397,0.7877094972067039,0.7150837988826816,0.776536312849162,0.7150837988826816,2,5,8,11
0.7653631284916201,0.6815642458100558,0.770949720670391,0.6927374301675978,0.7039106145251397,3,9,11,12
0.6703910614525139,0.5865921787709497,0.6815642458100558,0.6424581005586593,0.6927374301675978,1,2,4,6
0.7262569832402235,0.7262569832402235,0.7374301675977654,0.7486033519553073,0.7094972067039106,2,3,7,11
0.7486033519553073,0.659217877094972,0.7318435754189944,0.7318435754189944,0.7486033519553073,0,2,7,10
0.770949720670391,0.6983240223463687,0.7877094972067039,0.6983240223463687,0.6927374301675978,3,4,9,12
0.5865921787709497,0.6759776536312849,0.6312849162011173,0.6312849162011173,0.664804469273743,1,3,5,10
0.659217877094972,0.6368715083798883,0.6536312849162011,0.6703910614525139,0.6815642458100558,0,3,6,11
0.770949720670391,0.6983240223463687,0.7877094972067039,0.7541899441340782,0.7150837988826816,0,5,9,12
0.770949720670391,0.7430167597765364,0.7877094972067039,0.6759776536312849,0.7094972067039106,0,5,7,12
0.7262569832402235,0.664804469273743,0.7597765363128491,0.6703910614525139,0.7206703910614525,0,6,7,8
0.770949720670391,0.7541899441340782,0.7932960893854749,0.7318435754189944,0.6927374301675978,4,8,9,12
0.7541899441340782,0.6815642458100558,0.7653631284916201,0.6536312849162011,0.7150837988826816,2,3,5,7
0.7653631284916201,0.770949720670391,0.7821229050279329,0.770949720670391,0.7932960893854749,1,2,8,12
0.4860335195530726,0.4860335195530726,0.5139664804469274,0.4301675977653631,0.5251396648044693,3,4,5,6
0.4860335195530726,0.5865921787709497,0.5139664804469274,0.553072625698324,0.547486033519553,0,4,5,10
0.7206703910614525,0.7206703910614525,0.7150837988826816,0.7318435754189944,0.6983240223463687,3,8,10,11
