,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.770949720670391,0.7541899441340782,0.7597765363128491,0.6983240223463687,0.6983240223463687
Sim Entropy,0.8100558659217877,0.7821229050279329,0.8100558659217877,0.7597765363128491,0.7150837988826816
Rep Entropy,0.7821229050279329,0.7039106145251397,0.7486033519553073,0.7318435754189944,0.7318435754189944
Lap Score,0.7877094972067039,0.770949720670391,0.8100558659217877,0.7430167597765364,0.7150837988826816
SPECtrum,0.7877094972067039,0.7374301675977654,0.8044692737430168,0.7262569832402235,0.7541899441340782
Mutual Corre,0.8268156424581006,0.776536312849162,0.8268156424581006,0.7821229050279329,0.7374301675977654
MICI,0.7653631284916201,0.7374301675977654,0.7653631284916201,0.7039106145251397,0.7039106145251397
MDCM,0.7094972067039106,0.7430167597765364,0.7318435754189944,0.6815642458100558,0.7039106145251397
Linear Depend,0.770949720670391,0.7262569832402235,0.7430167597765364,0.7039106145251397,0.664804469273743
MPMR,0.7318435754189944,0.7541899441340782,0.7541899441340782,0.7486033519553073,0.7541899441340782
MCFS,0.7374301675977654,0.7653631284916201,0.7541899441340782,0.7262569832402235,0.7150837988826816
RSPCA,0.7653631284916201,0.7653631284916201,0.7653631284916201,0.7430167597765364,0.7430167597765364
ANOVA F,0.8324022346368715,0.7988826815642458,0.8324022346368715,0.8268156424581006,0.7374301675977654
ReliefF,0.8268156424581006,0.776536312849162,0.8212290502793296,0.776536312849162,0.7374301675977654
Info Gain,0.8268156424581006,0.7988826815642458,0.8324022346368715,0.8212290502793296,0.7150837988826816
MRMR,0.8324022346368715,0.7877094972067039,0.8100558659217877,0.8044692737430168,0.7597765363128491
ERFS,0.8100558659217877,0.7932960893854749,0.7988826815642458,0.7653631284916201,0.7597765363128491
