,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.7094972067039106,0.6368715083798883,0.7094972067039106,0.6703910614525139,0.6983240223463687
Sim Entropy,0.7262569832402235,0.664804469273743,0.7039106145251397,0.6480446927374302,0.659217877094972
Rep Entropy,0.7262569832402235,0.659217877094972,0.7039106145251397,0.6480446927374302,0.659217877094972
Lap Score,0.7318435754189944,0.7318435754189944,0.7094972067039106,0.7039106145251397,0.7150837988826816
SPECtrum,0.7318435754189944,0.6983240223463687,0.7541899441340782,0.7150837988826816,0.7150837988826816
Mutual Corre,0.7039106145251397,0.7039106145251397,0.7150837988826816,0.7262569832402235,0.7206703910614525
MICI,0.7262569832402235,0.6368715083798883,0.7206703910614525,0.6983240223463687,0.6983240223463687
MDCM,0.7094972067039106,0.6201117318435754,0.7094972067039106,0.6703910614525139,0.6983240223463687
Linear Depend,0.6201117318435754,0.7039106145251397,0.664804469273743,0.6927374301675978,0.6983240223463687
MPMR,0.6927374301675978,0.6871508379888268,0.7039106145251397,0.7430167597765364,0.7150837988826816
MCFS,0.7318435754189944,0.7318435754189944,0.7094972067039106,0.7039106145251397,0.7150837988826816
RSPCA,0.7318435754189944,0.7206703910614525,0.7206703910614525,0.7318435754189944,0.7094972067039106
ANOVA F,0.7653631284916201,0.7206703910614525,0.7821229050279329,0.7486033519553073,0.6983240223463687
ReliefF,0.8156424581005587,0.7597765363128491,0.8212290502793296,0.7988826815642458,0.7821229050279329
Info Gain,0.8156424581005587,0.7597765363128491,0.8212290502793296,0.7988826815642458,0.7821229050279329
MRMR,0.7988826815642458,0.7374301675977654,0.7430167597765364,0.7486033519553073,0.7430167597765364
ERFS,0.7262569832402235,0.7597765363128491,0.7374301675977654,0.7486033519553073,0.7430167597765364
