,linear,ridge,lasso,gradboost,randomforest
ERFS,0.01310924369747899,0.015990396158463382,0.009747899159663865,0.11337334933973588,0.14986794717887153
Variance,0.2807683073229292,0.3093877551020408,0.28086434573829533,0.22948379351740697,0.19222088835534215
Sim Entropy,0.1140456182472989,0.16052821128451378,0.11548619447779111,0.042785114045618244,0.08225690276110444
Rep Entropy,0.09051620648259305,0.12547418967587035,0.09349339735894358,0.09330132052821127,0.3684513805522209
SPECtrum,0.29498199279711884,0.3728691476590636,0.2965186074429772,0.16264105642256904,0.3536614645858343
Lap Score,0.05402160864345738,0.02914765906362545,0.05555822328931572,0.19683073229291717,0.07937575030012005
Mutual Corre,0.1741656662665066,0.19145258103241294,0.17723889555822328,0.15274909963985592,0.2795198079231692
MICI,0.2747178871548619,0.3232172869147659,0.2763505402160864,0.14861944777911165,0.09531812725090036
MDCM,0.22247298919567823,0.16187274909963983,0.22103241296518605,0.1497719087635054,0.20797118847539015
Linear Depend,0.3077551020408163,0.2672268907563025,0.3061224489795918,0.13267707082833133,0.1117406962785114
MPMR,0.06641056422569028,0.0588235294117647,0.06429771908763504,0.044225690276110445,0.23351740696278508
MCFS,0.010612244897959183,0.07342136854741896,0.007058823529411764,0.15198079231692677,0.24187274909963982
RSPCA,0.3997599039615846,0.3970708283313325,0.40024009603841537,0.24273709483793518,0.24129651860744294
ANOVA F,0.07418967587034814,0.08552220888355341,0.07313325330132053,0.303625450180072,0.5033853541416566
ReliefF,0.15159663865546216,0.1307563025210084,0.15169267707082834,0.20345738295318128,0.3766146458583433
Info Gain,0.177719087635054,0.135078031212485,0.1793517406962785,0.09445378151260504,0.3696998799519808
MRMR,0.15361344537815122,0.16830732292917167,0.15294117647058825,0.3152460984393757,0.5053061224489795
ERFS,0.0009123649459783913,0.05930372148859543,0.0034093637454981987,0.14324129651860742,0.1996158463385354
Variance,0.22554621848739492,0.27663865546218486,0.22554621848739492,0.303625450180072,0.0182953181272509
Sim Entropy,0.055654261704681865,0.11394957983193275,0.055654261704681865,0.11750300120048018,0.24811524609843938
Rep Entropy,0.01503001200480192,0.020024009603841535,0.01503001200480192,0.22689075630252098,0.5013685474189675
SPECtrum,0.07707082833133252,0.028667466986794718,0.07707082833133252,0.11644657863145258,0.20835534213685472
Lap Score,0.0670828331332533,0.047490996398559415,0.0670828331332533,0.18127250900360142,0.057094837935174066
Mutual Corre,0.05258103241296518,0.0385594237695078,0.05258103241296518,0.20240096038415364,0.40936374549819926
MICI,0.15851140456182472,0.21843937575030012,0.15851140456182472,0.2824009603841537,0.006290516206482593
MDCM,0.05911164465786314,0.006962785114045618,0.05911164465786314,0.0575750300120048,0.3282112845138055
Linear Depend,0.25406962785114046,0.2035534213685474,0.25406962785114046,0.049603841536614644,0.28633853541416565
MPMR,0.11673469387755102,0.10722689075630251,0.11673469387755102,0.01157262905162065,0.2211284513805522
MCFS,0.2101800720288115,0.2900840336134453,0.2101800720288115,0.317358943577431,0.4224249699879952
RSPCA,0.19951980792316923,0.19807923169267705,0.19951980792316923,0.11807923169267706,0.09791116446578632
ANOVA F,0.34357743097238896,0.36672268907563016,0.34357743097238896,0.3794957983193277,0.5938535414165665
ReliefF,0.2512845138055222,0.27135654261704684,0.2512845138055222,0.37901560624249697,0.558703481392557
Info Gain,0.21421368547418965,0.2542617046818727,0.21421368547418965,0.33176470588235296,0.6241056422569028
MRMR,0.3946698679471788,0.42953181272509,0.3946698679471788,0.3686434573829531,0.5709963985594237
ERFS,0.022232893157262904,0.09205282112845137,0.022232893157262904,0.3788235294117647,0.30909963985594235
Variance,0.12364945978391356,0.08475390156062423,0.12048019207683074,0.11788715486194477,0.3605762304921969
Sim Entropy,0.18396158463385354,0.30650660264105645,0.18444177671068426,0.05181272509003601,0.1773349339735894
Rep Entropy,0.18194477791116445,0.22727490996398558,0.18060024009603842,0.0792797118847539,0.0027370948379351738
SPECtrum,0.37037214885954384,0.42828331332533015,0.3717166866746698,0.014645858343337334,0.04605042016806723
Lap Score,0.08494597839135654,0.04163265306122449,0.08139255702280913,0.2835534213685474,0.18799519807923168
Mutual Corre,0.32965186074429764,0.4071548619447779,0.32955582232893155,0.057190876350540217,0.03884753901560624
MICI,0.14573829531812724,0.07947178871548619,0.1417046818727491,0.049219687875150055,0.2805762304921969
MDCM,0.11990396158463384,0.019255702280912366,0.12048019207683074,0.09973589435774309,0.025210084033613446
Linear Depend,0.03202881152460984,0.11558223289315725,0.031260504201680674,0.2035534213685474,0.2287154861944778
MPMR,0.04969987995198079,0.004465786314525811,0.05450180072028812,0.041056422569027605,0.018487394957983194
MCFS,0.04326530612244897,0.09061224489795917,0.040384153661464584,0.15649459783913564,0.2154621848739496
RSPCA,0.09973589435774309,0.043745498199279705,0.09791116446578632,0.15879951980792315,0.31995198079231685
ANOVA F,0.16897959183673472,0.15918367346938775,0.16869147659063624,0.09291716686674668,0.00024009603841536613
ReliefF,0.2355342136854742,0.17791116446578628,0.23572629051620647,0.1563985594237695,0.05997599039615846
Info Gain,0.1119327731092437,0.13018007202881152,0.10799519807923168,0.04825930372148859,0.035966386554621844
MRMR,0.1707082833133253,0.1241296518607443,0.17032412965186072,0.1636014405762305,0.007250900360144057
ERFS,0.0114765906362545,0.13363745498199278,0.014165666266506602,0.18165666266506603,0.24110444177671067
Variance,0.11394957983193275,0.3212004801920768,0.11087635054021608,0.04086434573829532,0.26501800720288116
Sim Entropy,0.18501800720288114,0.36998799519807923,0.18665066026410562,0.13517406962785114,0.10549819927971187
Rep Entropy,0.31851140456182475,0.4775510204081632,0.31774309723889554,0.013013205282112843,0.20720288115246097
SPECtrum,0.34444177671068427,0.5082833133253302,0.3425210084033613,0.07851140456182472,0.11759903961584633
Lap Score,0.09906362545018006,0.09291716686674668,0.10088835534213686,0.12672268907563025,0.0914765906362545
Mutual Corre,0.4160864345738295,0.52797118847539,0.4161824729891957,0.05488595438175269,0.014357743097238897
MICI,0.18828331332533013,0.38775510204081626,0.18569027611044414,0.00024009603841536613,0.18645858343337332
MDCM,0.020216086434573826,0.30660264105642254,0.018487394957983194,0.09080432172869149,0.3209123649459784
Linear Depend,0.13728691476590635,0.05901560624249699,0.13795918367346938,0.13267707082833133,0.14554621848739496
MPMR,0.07937575030012005,0.31707082833133254,0.08072028811524609,0.009459783913565426,0.272124849939976
MCFS,0.09551020408163265,0.07150060024009604,0.09627851140456183,0.22208883553421366,0.13344537815126048
RSPCA,0.19279711884753903,0.2403361344537815,0.19058823529411767,0.13190876350540215,0.055366146458583426
ANOVA F,0.3302280912364946,0.3334933973589435,0.3307082833133253,0.08936374549819928,0.0012004801920768309
ReliefF,0.24753901560624247,0.2252581032412965,0.24984393757502998,0.13815126050420168,0.059495798319327726
Info Gain,0.33542221911754844,0.35318975255684587,0.33681480957630416,0.09219909244175989,0.12278806217373962
MRMR,0.35145258103241295,0.3123649459783914,0.35270108043217285,0.17099639855942375,0.04076830732292917
ERFS,0.033949579831932766,0.10280912364945978,0.03519807923169268,0.23831932773109243,0.16581032412965185
