0.8036547782840151,0.805099301541496,0.803678533684091,0.8443026834285045,0.8463744144179006,0,1,2,3,4,5,7,9,10,12,15,17,18,21,22
0.7887973276042295,0.7924525713856498,0.788835490022483,0.8454765085322897,0.8388708279889724,0,1,3,5,6,9,10,11,14,15,17,20,21,22,23
0.7867020805274,0.7888759935466707,0.7867356887794817,0.8652854383118812,0.8652412364929536,1,3,4,5,6,7,8,9,11,12,16,17,18,20,22
0.7935298132568642,0.7981577719941738,0.7935620112218843,0.8314880419335852,0.830558466271178,0,1,4,5,7,9,10,13,14,15,16,17,18,20,22
0.7466520852412626,0.757862353527943,0.7467002904230257,0.8542306492553607,0.8606717122382361,0,1,2,4,5,6,11,13,14,16,17,20,21,22,23
0.7634855207342934,0.768006625232862,0.7635271974086956,0.8556319781163627,0.8632295006384247,1,3,4,5,8,9,11,12,13,15,16,18,20,22,23
0.8027685999442362,0.8066079132464519,0.802807433203761,0.8389769959418552,0.8485940256188398,0,1,2,4,5,7,8,11,12,14,15,17,18,20,22
0.8143343994779123,0.8165648958521623,0.8143641384942191,0.850483579940873,0.8486887897243047,1,4,5,6,7,8,9,10,11,12,14,17,18,22,23
0.8235590490655444,0.8142332003039826,0.823508777977607,0.838284617381807,0.8426597888229856,0,1,2,3,4,5,7,10,11,12,13,14,15,19,22
0.771684047578421,0.7776669746345438,0.7717212560363067,0.8517159335627229,0.8510696907572518,1,4,5,9,10,11,13,14,15,16,18,19,20,22,23
0.8046746358264711,0.8066278493154933,0.8046993648117194,0.8388155020158918,0.8415322074058837,0,1,2,5,7,9,10,11,12,14,17,18,21,22,23
0.8002239766057739,0.7980724737767162,0.8002261395317836,0.8258864501700884,0.828842752874294,0,1,2,3,6,8,9,10,14,15,16,19,20,21,23
0.7868571677074784,0.7904308779317382,0.7868900548250373,0.8499149744344561,0.8476712919878452,0,3,4,5,7,8,9,10,12,13,15,16,18,21,22
0.8307229200597844,0.8274131485470965,0.8306668864678292,0.8459435862717571,0.8458805868611693,0,2,3,4,6,7,8,10,12,13,17,18,19,20,23
0.7822515176943489,0.7857876739625078,0.782290389489865,0.8592134792986234,0.846021515618345,0,1,3,4,5,7,8,10,11,12,13,15,16,17,20
0.7895319909551772,0.7889178045523548,0.7895057593696496,0.8347260769852922,0.823118052110029,0,1,3,4,5,6,9,10,11,14,16,17,18,19,23
0.8343440999279259,0.8246915811194819,0.8343001288530576,0.8482421108332263,0.8399358386969573,0,1,2,3,4,5,6,8,9,10,12,14,18,19,22
0.7935596388810171,0.7980880251777891,0.7936142898787936,0.858709190391554,0.8523514323809821,1,2,4,5,6,9,10,11,12,15,16,17,20,22,23
0.79776150458609,0.7935171395388585,0.7977354919447329,0.8322532035379135,0.8237853682990526,0,2,3,4,5,6,7,8,10,13,15,16,19,21,22
0.8188412419128059,0.812199160106819,0.8187620338629542,0.8299667636725437,0.8485072113705416,1,2,3,5,6,7,8,9,12,13,14,15,19,20,23
0.829989667926687,0.8216317470702751,0.8299513945972915,0.8338124264943076,0.8399346563796208,1,2,3,4,9,10,12,14,15,16,17,18,19,21,23
0.8114895319909969,0.8061788962208725,0.8114769529860337,0.8433929344895009,0.8491344230465276,0,2,3,4,5,8,10,12,13,15,16,19,20,22,23
0.8112954839317521,0.8125370946108462,0.8113122674605883,0.8274978128000725,0.8388606464881937,0,2,3,6,7,9,10,11,12,13,14,15,18,22,23
0.7875208744166191,0.7923609484838503,0.7875433115984428,0.8394684975204578,0.8254051987940202,1,4,5,6,7,8,9,10,13,14,15,17,18,20,22
0.8003754994057031,0.8122782189559972,0.8004830547544363,0.8548288033488982,0.8191802097989944,2,3,4,6,8,9,10,13,14,16,18,19,20,21,23
0.8138764183935092,0.8165928476795148,0.813886682696122,0.8523327769065059,0.8366279551122084,0,1,2,4,5,6,9,10,11,13,17,18,19,20,22
0.8196339998978442,0.8180096517942859,0.8196152361702385,0.8674874899338174,0.8668683282131305,0,1,3,5,6,9,11,12,14,16,17,18,19,20,22
0.782865744337725,0.7858622028243252,0.7829022363432488,0.8203034472542932,0.8198133120873243,0,1,2,3,5,7,8,9,10,14,15,19,21,22,23
0.8048582138514537,0.8112255575037797,0.8049261478893528,0.8570175362675512,0.8502290458586128,0,1,2,5,6,7,9,10,11,12,13,16,17,20,23
0.8251699519221938,0.8198766454632631,0.8251363828885608,0.8603015181855749,0.8492440031619805,0,1,2,3,4,5,6,8,10,11,12,13,19,20,23
0.8007142886615894,0.8037106032261767,0.8007403004775074,0.8564723364496833,0.8567182000729165,0,3,4,6,7,8,9,11,12,14,15,16,17,20,21
0.7744719553875792,0.7786358931718904,0.7745081044847593,0.831018413834508,0.8268743495046237,0,1,4,5,8,9,11,13,14,15,16,17,18,19,22
0.779795655916871,0.7838065560114826,0.7798485233394921,0.852531920914069,0.8499972720314505,0,1,3,5,6,7,8,9,10,11,12,16,17,20,21
0.776648154162745,0.7797139738222765,0.7766736620330312,0.8415039802691829,0.8375333175392545,0,1,4,5,6,9,10,11,13,15,16,18,20,21,22
0.7946488117507576,0.7962074824275711,0.7946382662658119,0.8211628512405917,0.8299239948369077,0,2,3,8,9,10,11,12,14,15,17,18,19,21,23
0.8190614904047349,0.8225342923299707,0.8190719670165645,0.8540033625700016,0.8468206466565552,0,2,4,7,8,9,10,11,12,13,14,17,18,20,23
0.7991664520047815,0.8049916023744504,0.7992219126245942,0.8557702992585067,0.8429900198998097,2,4,7,8,9,10,11,12,14,15,16,18,19,20,23
0.8118117849800045,0.8143979936167014,0.8118360973497724,0.8447172768472847,0.827768940134424,0,2,4,6,8,10,11,13,14,18,19,20,21,22,23
0.7816235642683569,0.7870622939951892,0.7816565231516139,0.8430658718283208,0.8500320240373651,0,1,4,8,10,11,12,13,14,15,18,19,20,22,23
0.7962866273217093,0.799387311065197,0.7962991329909246,0.8532693476166076,0.8481819832715114,1,2,3,4,6,8,9,10,11,12,13,14,15,20,23
0.8310936557762559,0.8259718553534872,0.8310849988406444,0.8570686572688113,0.8582421984556334,2,3,4,6,7,10,11,12,14,18,19,20,21,22,23
0.7960838273831735,0.7980952247372536,0.7961208300355531,0.8468921195593588,0.8380971159707353,1,2,3,6,7,8,9,10,12,13,14,16,17,21,22
