0.5945153248276873,0.967737204868749,0.9646575744244024,0.8555506672532629,0.9674439067311923,0,1,3,5,6,7,9,10,11,12,13,14,15,16,18,21,22,24,26,27,28,29,30,31,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,80,84,87,88,89,90,91,92
0.5788238744683971,0.967737204868749,0.9646575744244024,0.787065552133744,0.967737204868749,0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,19,20,21,22,24,26,27,28,31,32,33,34,35,36,37,38,39,40,42,43,44,46,48,49,50,52,53,56,58,59,60,61,62,63,64,65,66,68,69,70,72,73,74,76,78,79,81,82,83,84,85,86,87,88,89,90,91,92
0.601847778266608,0.6741457691743657,0.949259422202669,0.8250476609473529,0.8347264994867283,0,1,2,3,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,33,34,37,38,39,40,41,42,43,44,45,46,48,49,51,53,55,57,58,59,60,61,62,64,65,66,67,68,70,71,72,73,74,76,77,79,80,81,82,83,84,85,86,87,90,91,92
0.5948086229652442,0.7122745270567532,0.961284645842499,0.9485261768587769,0.9680305030063059,1,3,4,5,7,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,56,57,59,60,61,62,63,64,65,66,67,69,71,72,74,75,77,78,79,81,82,83,84,85,86,87,89,91
0.6445226572811262,0.9678838539375275,0.9589382607420442,0.7479102507699076,0.9678838539375275,0,1,2,3,4,5,6,8,9,10,12,13,14,15,16,18,20,21,22,23,24,25,26,28,29,30,31,32,33,34,36,38,39,40,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,60,61,62,64,65,66,68,69,70,71,72,73,74,75,77,79,80,81,82,83,85,86,87,88,89,90
0.5647455638656694,0.9674439067311923,0.9649508725619592,0.8221146795717847,0.9674439067311923,0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,35,38,40,41,43,44,45,46,47,48,49,50,51,53,54,55,57,58,61,62,63,67,68,69,70,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,90,91,92
0.6005279366476023,0.9680305030063059,0.949259422202669,0.7832526763455052,0.9680305030063059,0,2,3,4,5,6,8,9,10,11,13,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,33,34,35,36,37,38,39,41,42,43,44,45,46,49,50,51,53,54,55,57,58,59,60,62,63,64,65,66,68,69,70,72,73,75,77,78,79,80,81,82,83,84,85,86,87,88,89,91,92
0.5382020824167767,0.967737204868749,0.9648042234931808,0.8467517231265581,0.967737204868749,0,1,3,5,6,7,8,9,11,12,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,42,43,46,47,48,49,50,51,52,53,55,57,58,59,61,62,64,65,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,86,87,89,90,91,92
0.6206188590702449,0.9674439067311923,0.961284645842499,0.9444200029329813,0.9674439067311923,0,1,2,3,4,5,6,7,8,9,10,11,13,14,16,17,19,20,21,22,23,24,25,26,28,31,32,33,34,35,37,38,40,41,45,46,47,48,49,50,51,52,53,54,55,56,57,59,62,63,64,66,67,69,70,71,72,73,74,75,76,78,79,80,81,82,83,85,86,87,88,89,90,91,92
0.6314708901598475,0.9680305030063059,0.9646575744244024,0.7968910397418977,0.9675905557999707,0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,26,27,29,31,32,33,35,36,38,39,40,41,44,45,46,48,49,52,53,55,56,57,58,60,61,62,63,64,65,66,67,68,69,71,72,73,74,75,77,78,79,80,81,82,84,86,87,88,89,90,91,92
