0.6616805983282006,0.9680305030063059,0.961284645842499,0.6126998093562106,0.9680305030063059,5,6,8,10,11,14,15,16,17,18,21,22,25,26,27,30,31,32,34,36,38,39,40,43,44,48,49,61,62,65,66,67,68,69,72,73,74,75,79,80,81,84,85,86,87,88,89
0.6454025516937968,0.5829300483941927,0.9615779439800557,0.732072151341839,0.770054260155448,0,2,3,8,10,11,12,13,15,18,20,21,24,25,31,32,34,37,38,39,42,43,45,46,50,53,54,56,59,60,61,62,66,68,69,70,73,79,83,84,85,86,87,88,90,91,92
0.6037542161607273,0.9071711394632644,0.961284645842499,0.7127144742630884,0.7552427042088282,0,2,3,6,10,11,15,16,18,19,22,23,24,25,27,28,30,32,33,35,37,42,43,47,48,49,51,52,53,54,55,57,60,62,63,64,66,72,73,74,76,77,82,86,87,88,91
0.61460624725033,0.6245783839272621,0.9477929315148849,0.7983575304296817,0.790291831646869,0,2,4,7,9,10,11,12,13,15,16,19,21,22,23,24,25,27,29,30,32,34,36,41,42,44,46,50,51,52,53,56,59,60,61,67,68,74,75,78,79,83,84,85,86,87,90
0.5560932688077431,0.9678838539375275,0.8166886640269835,0.7876521484088576,0.9678838539375275,3,4,7,8,9,12,13,14,17,20,23,28,30,32,33,34,35,38,40,41,42,44,46,48,52,53,61,62,63,64,67,68,70,71,74,77,78,80,81,82,83,84,86,89,90,91,92
0.6367502566358704,0.5760375421616073,0.9611379967737205,0.967737204868749,0.8634697169672972,0,1,5,12,13,14,16,17,18,21,22,24,26,27,29,31,33,34,35,36,37,41,43,45,52,54,56,57,60,62,64,66,68,71,72,74,75,76,78,79,82,83,86,87,88,89,92
0.9678838539375275,0.9680305030063059,0.825780906291245,0.5962751136530283,0.9680305030063059,3,6,7,9,11,15,17,19,20,21,23,24,26,29,31,34,35,37,39,40,41,44,47,50,52,54,55,60,64,65,68,70,71,72,73,75,76,78,80,82,83,86,87,88,89,90,91
0.5761841912303857,0.9675905557999707,0.9477929315148849,0.9389939873881801,0.9675905557999707,1,7,8,9,10,13,17,18,19,20,21,22,23,24,25,28,31,33,34,35,40,45,46,47,53,54,55,57,58,61,64,65,66,67,69,71,72,73,74,81,83,84,85,86,89,91,92
0.5395219240357824,0.9680305030063059,0.9483795277899986,0.5217773867135944,0.9680305030063059,1,4,5,7,10,12,13,19,21,25,33,36,37,38,39,42,43,44,49,51,52,53,55,60,61,62,64,66,67,68,69,70,71,72,73,74,75,76,77,78,80,83,84,85,86,88,91
0.6666666666666666,0.9674439067311923,0.8370728845871829,0.7043554773427189,0.9674439067311923,5,6,9,11,12,14,15,19,20,21,22,23,27,29,31,33,36,38,41,42,45,47,50,52,55,56,59,60,64,67,68,69,70,71,72,74,75,76,78,80,81,82,84,86,88,91,92
0.588356063938994,0.9680305030063059,0.9650975216307377,0.7049420736178326,0.9680305030063059,0,1,2,3,4,6,8,10,12,15,16,27,28,29,35,36,37,38,39,43,44,45,48,49,53,54,55,56,57,58,60,61,63,64,66,69,72,75,76,77,78,81,84,87,88,90,91
0.6939433934594516,0.9674439067311923,0.9479395805836633,0.5619592315588796,0.9674439067311923,1,5,6,7,9,10,11,12,13,15,16,17,18,20,21,23,26,30,31,34,35,38,39,40,42,43,47,49,50,51,52,54,55,62,63,65,69,70,72,74,76,77,78,81,83,85,87
0.6363103094295351,0.8762281859510193,0.9648042234931808,0.9401671799384074,0.7885320428215281,0,3,6,14,15,17,19,22,24,25,26,29,30,31,32,33,34,36,38,40,41,46,48,51,52,54,55,56,57,58,61,65,66,68,70,72,73,75,77,81,82,83,84,85,86,91,92
0.5924622378647896,0.9674439067311923,0.9476462824461065,0.9410470743510778,0.9674439067311923,1,2,5,6,7,10,12,13,15,19,21,22,24,26,27,28,29,31,32,34,38,39,40,41,44,45,46,48,49,51,53,58,59,60,61,63,64,66,67,68,69,71,74,75,78,81,89
0.5644522657281126,0.9680305030063059,0.9483795277899986,0.6586009678838539,0.9680305030063059,0,4,5,7,10,12,13,15,16,17,22,23,25,28,29,31,32,37,42,48,49,50,51,52,57,59,61,63,64,65,67,68,70,72,73,76,77,78,79,83,84,85,86,87,89,90,91
0.5151781786185657,0.9674439067311923,0.9648042234931808,0.9458864936207655,0.9674439067311923,2,3,4,5,6,9,10,14,16,18,19,20,23,24,27,28,29,30,31,33,34,35,36,37,39,41,43,45,47,51,54,58,59,60,61,65,68,69,73,74,75,76,79,82,87,89,92
0.5867429241824315,0.9674439067311923,0.9479395805836633,0.6980495673852471,0.9674439067311923,0,1,2,3,4,5,6,7,8,10,12,13,14,16,18,20,21,22,23,24,25,26,27,28,29,32,40,43,44,45,59,61,63,65,67,69,72,73,77,79,80,81,83,85,86,90,92
