0.5593195483208682,0.8027570024930342,0.9489661240651122,0.967737204868749,0.9680305030063059,0,1,2,3,4,6,7,8,11,12,13,14,16,17,19,20,21,22,23,25,28,29,30,31,32,33,36,37,39,42,43,46,48,49,50,51,53,57,61,63,65,66,68,71,73,76,77,79,80,82,83,85,87,88,90,91
0.503886200322628,0.9675905557999707,0.961284645842499,0.8074497726939434,0.9675905557999707,0,1,4,5,6,8,10,11,12,13,14,16,18,19,22,23,25,26,27,28,29,30,31,32,33,36,37,38,41,44,45,46,47,48,49,50,52,55,59,61,66,67,68,69,70,71,72,73,75,76,77,79,80,86,87,90
0.6575744244024051,0.9680305030063059,0.9650975216307377,0.6395365889426602,0.9680305030063059,0,1,3,5,6,7,8,11,12,16,17,19,20,23,26,27,31,34,36,38,39,40,41,42,43,44,46,48,49,50,51,52,54,55,56,57,58,61,65,66,68,69,70,71,73,74,76,78,79,80,81,87,88,89,91,92
0.6509752163073764,0.9680305030063059,0.9480862296524417,0.7512831793518111,0.9680305030063059,1,3,4,5,6,7,10,12,13,14,15,19,20,21,24,26,28,31,32,36,37,39,41,42,43,44,46,48,50,52,53,54,56,57,60,61,63,64,65,68,69,71,72,73,74,77,78,79,82,83,84,85,86,87,89,91
0.6462824461064672,0.8851737791465024,0.9653908197682944,0.776066871975363,0.8053966857310456,0,2,3,4,5,6,7,10,11,14,18,19,20,21,22,24,25,28,31,32,34,35,37,38,40,41,42,43,44,46,49,50,51,52,53,56,58,60,61,65,67,69,70,72,75,77,79,80,81,82,83,86,87,88,90,92
0.9680305030063059,0.9680305030063059,0.9611379967737205,0.9067311922569292,0.9680305030063059,0,5,8,11,12,14,17,18,19,24,27,28,29,30,32,38,39,40,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,59,61,62,63,65,66,67,69,71,73,76,77,78,79,80,82,85,86,88,89,90,91
0.5597594955272034,0.7105147382314122,0.9611379967737205,0.7050887226866109,0.637336852910984,0,1,2,3,4,7,8,10,12,13,15,16,18,19,21,23,24,26,28,29,31,36,37,39,41,45,46,48,50,53,56,57,58,59,60,62,63,64,65,66,67,68,69,72,74,75,78,80,82,83,84,86,87,88,91,92
0.6317641882974043,0.5593195483208682,0.9491127731338906,0.7751869775626925,0.7712274527056753,1,2,3,4,5,8,9,11,13,14,15,16,17,18,20,21,22,23,25,26,27,30,35,36,37,38,41,42,44,46,48,49,50,52,54,55,57,59,62,63,64,65,66,68,69,72,73,74,77,78,83,84,85,89,90,92
0.6421762721806716,0.9680305030063059,0.9650975216307377,0.6756122598621499,0.9680305030063059,1,2,3,4,7,8,9,11,12,13,14,15,16,17,22,24,27,30,31,32,38,40,41,42,43,44,45,46,47,48,49,50,52,54,56,57,58,59,61,63,64,67,70,72,73,75,76,77,78,79,80,85,86,88,91,92
0.9680305030063059,0.9680305030063059,0.9611379967737205,0.9080510338759349,0.9680305030063059,2,4,6,8,9,10,11,12,13,16,21,23,24,26,27,28,29,30,32,33,37,39,40,41,42,43,44,45,46,47,52,54,55,58,60,64,65,66,67,71,72,73,75,77,78,79,80,81,84,85,86,87,88,89,90,92
