0.587329520457545,0.9674439067311923,0.961284645842499,0.6757589089309283,0.9674439067311923,0,2,4,6,7,9,11,12,15,17,20,21,22,24,25,27,29,32,40,43,44,48,50,51,52,54,64,65,69,78,81,84,86,87,89,90,91,92
0.6188590702449039,0.9674439067311923,0.9589382607420442,0.6663733685291099,0.9680305030063059,0,2,6,8,9,10,11,20,22,25,27,28,30,31,32,39,40,41,43,46,47,48,51,55,56,61,62,63,65,69,79,81,84,85,87,88,90,92
0.9674439067311923,0.9674439067311923,0.5684117905851298,0.6644669306349905,0.9674439067311923,0,2,4,5,7,8,9,10,11,15,16,24,25,28,36,41,47,50,52,54,57,59,60,63,64,67,68,75,76,77,78,79,80,81,82,83,88,91
0.5505206041941634,0.9675905557999707,0.9646575744244024,0.4986068338466051,0.7155008065698782,1,2,3,5,8,9,11,13,15,19,23,25,27,28,29,31,32,33,36,41,43,44,45,53,54,57,58,59,60,61,64,66,67,68,75,81,86,92
0.6976096201789118,0.9674439067311923,0.96025810236105,0.8153688224079777,0.9674439067311923,2,3,7,9,13,14,20,22,31,33,37,38,39,41,46,47,48,49,50,51,52,53,56,57,58,60,61,63,66,67,68,69,71,79,80,85,90,91
0.6399765361489954,0.6558146355770641,0.9646575744244024,0.5936354304150169,0.8039301950432615,2,3,4,7,9,15,16,21,26,27,28,30,33,34,35,36,41,42,44,45,46,49,56,58,62,63,67,71,72,75,76,80,82,84,86,88,90,92
0.5295497873588503,0.9674439067311923,0.8212347851591142,0.6426162193870069,0.9674439067311923,0,6,7,8,18,24,26,27,29,35,36,41,44,45,49,51,52,53,54,57,62,67,69,70,71,74,76,77,78,79,80,81,82,83,84,86,89,91
0.6214987534829154,0.8639096641736325,0.959524857017158,0.7181404898078897,0.7791465024197096,0,1,3,10,12,14,19,20,21,22,23,30,34,35,37,41,42,43,44,47,48,51,60,63,64,65,67,69,71,72,76,79,80,81,86,90,91,92
0.6418829740431148,0.9674439067311923,0.9646575744244024,0.8194749963337733,0.9674439067311923,1,3,4,6,7,9,12,13,15,21,23,24,30,31,32,33,34,35,38,42,45,46,49,52,53,56,58,65,71,73,78,81,83,84,85,86,90,92
0.599354744097375,0.9681771520750844,0.961284645842499,0.6319108373661827,0.9681771520750844,2,3,4,6,9,10,11,15,17,19,20,21,22,24,25,38,39,45,48,52,53,54,60,61,62,63,64,65,66,73,76,77,82,84,86,88,91,92
0.5079923742484235,0.9680305030063059,0.9606980495673852,0.6863176418829741,0.9680305030063059,2,3,4,7,10,11,12,13,14,17,20,29,30,31,32,34,35,36,37,41,43,44,45,48,52,54,61,62,63,66,69,72,77,79,83,88,90,91
