Variance,Sim Entropy,Rep Entropy,SPECtrum,Lap Score,Mutual Corre,MICI,MDCM,Linear Depend,MPMR,MCFS,RSPCA,ANOVA F,ReliefF,Info Gain,MRMR,ERFS
0.018718455329363365,17.293569190273182,0.18869364110826625,0.016109065476554305,7.53462990467928e-14,0.9251294941866588,0.000983269247247471,5.411709692907747e-05,143.84293502666242,10.588820801952817,86.30363294952981,66.28779272252596,744.9765814868,1.1550619558501785,1.479478445709765,1341.445661764028,2.5557065466740894
0.014649954411363719,24.28025921765924,0.03319917512752868,0.06949866479129023,6.724960743075264e-14,0.7351561889360014,6.554739400980482e-05,3.1571469291926463e-06,123.67686921224826,11.201295414342283,74.00961612892374,68.67939242448735,674.2842789171831,1.0984414339866957,1.4804965049053322,1457.5604044976012,2.6900627881325683
0.0017329904191755972,12.213927699425328,0.04534904566048792,0.0002712382198303811,6.605586172615575e-14,0.9999457162384002,0.00012889945508097272,6.202318912752625e-08,346.6577321952995,6.119127571501206,2548.081290359566,73.3879953562416,3052.3540619253017,1.532748196626636,1.9247597893382444,3145.472087365447,0.13136181577209796
0.030624587711921718,25.30795410748887,-0.08139015445004882,0.06908186311616955,5.8586295876618e-14,0.6169938594984874,6.601554110442082e-05,5.277966141745546e-06,217.36714500461983,6.491545019656716,219.84590199928425,63.82578572678062,199.32038904114478,0.902265669241668,1.0487359380474501,306.7546410597719,2.1976636414260002
0.04060135351329927,17.383607517902213,-0.06263897978001165,0.0022540796823470053,6.315198509776668e-14,0.8492988751594064,0.0029204217005514774,4.654797464467919e-05,297.1991552662457,1.8466443297386075,694.3334212370531,59.87172702367292,519.7914293934773,1.208637802843021,1.4252923234272141,542.6874705251918,0.49593480181455124
0.05479251015224294,17.00519558339544,-0.1605335599491342,0.001031337510138063,5.725590539990046e-14,0.999649146051599,0.004064029457401079,6.569522929656842e-06,293.84977461395505,6.317382140436414,67.7275287151716,54.50191137253528,389.7190373841364,1.1353434215581533,1.4077681219841183,390.92523886092295,2.1661311327439576
0.010503616941062133,23.89437395267424,0.04915896245549023,0.06959744076925299,6.740056453015923e-14,0.7298394279026832,6.519166041629547e-05,2.2862666351281296e-06,117.38046303217472,10.39119115187912,80.73554205798744,70.03388638288519,787.178880043902,1.1074568398165388,1.372224884882387,1800.3434082392566,2.377349251405885
0.014994553298185035,19.264622083935194,0.04619453831972764,0.04839526303935699,6.827232146192846e-14,0.8703781512206126,0.0001605801742801411,7.680405245915309e-06,126.56118633010729,11.124756079586112,91.26109279198867,68.48287844619858,696.0222326506006,1.0735965085955945,1.3276630098691604,1400.1339845006883,2.6362586087587534
0.02948439495004068,20.187967258084537,-0.06840954471186667,0.04787593387517414,5.94470924451734e-14,0.7936311738481416,0.00016329911034714678,1.3796911627168456e-05,227.76080236793564,6.042234416619066,227.44697100440206,64.20353359003637,219.73044233306854,0.8756429825302108,0.8852146159060306,370.63407787574346,2.049622578207827
0.01715373840239714,15.119562409830918,0.03178957155651352,0.0019490416822125843,6.767087541406958e-14,0.9490430603807403,0.0002614943237682493,8.213915580722033e-06,359.4785737438004,2.3665739579196425,3961.069547818341,68.0523162389389,1432.5488490631808,1.3714155155021546,1.5660816098697885,1836.5648105159562,0.1779136809398104
0.03134489504134082,14.741150475324142,-0.06610500861260904,0.000726299510003642,6.177479571620338e-14,0.9664962053970856,0.0002675317349222772,1.828051845546539e-05,438.3767925960325,1.732101271362929,4281.168055173396,63.42051759056507,1302.4764570538398,1.2981211342172867,1.5485574084266926,1792.4880237743191,0.1756600266482391
0.03320829698121901,18.216914364422525,0.07408955807667195,0.015589736312371446,6.652107003003774e-14,0.8753269219297071,0.0011001935756640713,0.00011780427419692549,264.6196969874692,5.853311243026113,159.0947615031517,61.99679916722869,268.68479116926795,0.9571084297847946,1.037030051746635,572.173873913736,2.067130230633623
0.00452808130859446,26.366300386761075,0.17480975626835682,0.08362289104323287,6.793476154772283e-14,0.7343673218276486,6.35165883257115e-05,9.228210035293537e-07,46.86409800179086,13.548341490799496,112.38019717874785,71.81216628885966,77.11724014169778,0.7227736369946065,0.6983457711924568,157.95303939218923,4.0851723049433115
0.001179887720013913,22.78618678198241,0.03460043612505903,0.06865692675180288,6.302656977126806e-14,0.7225366223149403,5.4774176200679536e-05,2.118601891992251e-07,264.0891460729258,5.7163844231516725,2348.3204401113317,73.68672358352931,1109.581005584776,1.0620085801067427,1.1991853007672666,2558.498246938876,0.17456461418105415
0.040668624262389035,15.849337646015975,-0.05154648228217784,0.0016668135274537574,6.614879047509455e-14,0.8951759677678703,0.0022843412781932138,8.951563281514768e-05,323.81864167682386,1.8325453309397437,317.8207283326265,59.436351594759536,980.074331512966,1.343569393927083,1.721596992541813,1098.6684146146458,0.6349101830984554
