0.9841782303773157,0.9869479632004599,0.9841798995219242,0.9863293440446733,0.9848939005152866,0,1,3,4,5,6,7,8,9,10
0.9841782303773157,0.9869479632004599,0.9841798995219242,0.9863293440446733,0.9848939005152866,0,1,3,4,5,6,7,8,9,10
0.9874048466064741,0.9872497991086516,0.9874050421510611,0.9859766849502261,0.9852147895286392,0,1,2,3,5,6,7,8,9,10
0.9833457423408388,0.9858272675639611,0.9833420749931107,0.9858506543962604,0.98345522426645,0,1,2,3,4,6,7,8,9,10
0.9770969289618501,0.9838613611572006,0.9770588742746048,0.9853911016909617,0.98490438148925,1,2,3,4,5,6,7,8,9,10
0.9837528607599303,0.9865901562905434,0.983731387974817,0.9857031906377205,0.9848167769011201,0,1,2,3,4,5,6,8,9,10
0.9861351386308195,0.988419475000986,0.9861368430880725,0.9869432635647839,0.9852820289418953,0,2,3,4,5,6,7,8,9,10
0.9818056710132598,0.9869712833505182,0.9818015987812672,0.9866660751297441,0.9849027954267874,0,1,2,4,5,6,7,8,9,10
0.9858538922797517,0.9869210694321304,0.9858552979221958,0.9860765121713968,0.9847385627981377,0,1,2,3,4,5,6,7,9,10
0.9858301281236779,0.9869121910026262,0.9858239717464653,0.9862497856190734,0.9849700946519367,0,1,2,3,4,5,6,7,8,9
0.9872277831239248,0.9869162050006396,0.9872277915277892,0.9867453856625795,0.984987118489455,0,1,2,3,4,5,7,8,9,10
