0.7028571428571428,0.7542857142857143,0.5085714285714286,0.64,0.6914285714285714,0,1,2,3,4,5,6,7,9,10,12,13,15,17,18,19,20,21,23,24,26,28,29,32
0.6914285714285714,0.6171428571428571,0.5257142857142857,0.64,0.7085714285714285,0,1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,22,26,27,28,29,30,31,32
0.6828571428571428,0.7171428571428572,0.5085714285714286,0.64,0.7142857142857143,0,1,3,4,7,8,9,10,11,12,14,15,16,17,18,20,25,26,27,28,29,30,31,32
0.7028571428571428,0.68,0.5057142857142857,0.64,0.7228571428571429,0,1,3,4,5,6,8,9,10,12,13,14,15,16,19,21,22,23,24,26,27,28,30,32
0.6971428571428572,0.6828571428571428,0.5028571428571429,0.64,0.7257142857142858,1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,20,21,22,24,25,26,29,31
0.7085714285714285,0.7142857142857143,0.6828571428571428,0.64,0.7142857142857143,0,2,3,5,7,8,9,11,13,14,17,18,19,20,21,22,23,24,25,26,27,29,30,32
0.7,0.7085714285714285,0.68,0.64,0.7142857142857143,0,2,7,8,9,10,11,12,13,14,15,17,19,20,21,22,23,26,27,28,29,30,31,32
0.6857142857142857,0.7028571428571428,0.6857142857142857,0.64,0.7,0,2,5,6,7,8,9,10,11,12,13,14,15,17,18,19,22,23,26,27,29,30,31,32
0.6857142857142857,0.6942857142857143,0.5142857142857142,0.64,0.7171428571428572,2,3,4,5,6,7,8,10,11,12,13,15,16,19,20,22,23,24,25,26,29,30,31,32
0.6771428571428572,0.6885714285714286,0.5085714285714286,0.64,0.6857142857142857,0,1,2,4,6,7,8,12,13,14,15,16,17,18,19,20,21,22,24,25,26,28,29,31
0.7028571428571428,0.6885714285714286,0.5171428571428571,0.64,0.6657142857142857,0,1,2,3,4,7,8,12,13,14,15,16,18,19,20,21,22,23,24,25,27,28,29,31
0.6828571428571428,0.7285714285714285,0.5,0.64,0.72,0,2,3,4,5,9,10,11,12,13,15,16,18,20,21,22,24,25,26,27,28,29,31,32
0.6542857142857142,0.6857142857142857,0.5085714285714286,0.64,0.68,1,2,5,6,7,8,9,10,11,12,14,15,16,18,19,20,21,22,24,25,26,27,28,32
