0.6857142857142857,0.6971428571428572,0.52,0.64,0.6971428571428572,0,1,2,3,4,6,7,8,9,10,11,12,14,16,17,18,19,20,21,22,23,25,26,27,28,29,32
0.6942857142857143,0.7257142857142858,0.5114285714285715,0.64,0.7485714285714286,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,24,25,26,28,30,31,32
0.6942857142857143,0.6885714285714286,0.6571428571428571,0.64,0.72,0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,20,21,23,24,26,27,28,30,31,32
0.7085714285714285,0.7142857142857143,0.5142857142857142,0.64,0.6942857142857143,1,2,3,4,5,8,9,11,12,13,14,15,16,17,18,21,22,23,24,25,26,27,28,29,30,31,32
0.6942857142857143,0.6771428571428572,0.6771428571428572,0.64,0.7228571428571429,0,1,2,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,27,28,29,30,31
0.6971428571428572,0.7285714285714285,0.5057142857142857,0.64,0.7257142857142858,0,1,2,3,4,5,6,8,9,10,13,14,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32
0.7114285714285714,0.7114285714285714,0.5114285714285715,0.64,0.7314285714285714,0,1,2,3,4,5,7,8,9,10,11,12,13,14,16,18,19,20,21,22,23,25,26,27,29,30,32
0.7028571428571428,0.6914285714285714,0.5,0.64,0.7114285714285714,0,1,2,3,4,5,7,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,29,31
0.6971428571428572,0.7114285714285714,0.5114285714285715,0.64,0.68,0,1,2,4,5,6,7,9,10,11,12,13,14,15,17,18,19,20,23,24,25,26,27,28,29,30,31
0.6885714285714286,0.7171428571428572,0.5257142857142857,0.64,0.7142857142857143,0,2,3,4,6,7,8,9,10,11,12,13,14,16,17,19,21,22,23,25,26,27,28,29,30,31,32
0.7,0.72,0.6714285714285714,0.64,0.72,0,1,3,4,5,7,8,9,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,30,31,32
0.6771428571428572,0.7085714285714285,0.5114285714285715,0.64,0.7171428571428572,0,1,2,4,5,8,9,10,11,12,14,15,16,17,20,21,22,23,24,25,26,27,28,29,30,31,32
0.6885714285714286,0.7085714285714285,0.5057142857142857,0.64,0.7085714285714285,0,2,3,4,6,8,9,10,11,12,13,14,16,17,18,19,20,21,23,24,25,26,27,29,30,31,32
0.68,0.6942857142857143,0.5171428571428571,0.64,0.6942857142857143,0,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,20,21,22,23,25,26,27,29,30,31
0.7114285714285714,0.7171428571428572,0.5142857142857142,0.64,0.7142857142857143,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,20,23,25,26,27,28,29,30,31,32
0.6971428571428572,0.7342857142857143,0.5085714285714286,0.64,0.7314285714285714,0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,19,23,24,25,26,27,28,29,30,31,32
0.6971428571428572,0.7085714285714285,0.5171428571428571,0.64,0.7114285714285714,0,1,3,4,5,6,7,8,9,10,12,13,14,15,16,18,19,20,21,22,23,24,25,28,30,31,32
0.6971428571428572,0.7057142857142857,0.5142857142857142,0.64,0.7228571428571429,0,1,2,4,5,6,7,8,9,10,11,12,13,14,16,18,20,21,22,23,25,26,27,28,29,30,31
0.7057142857142857,0.7142857142857143,0.5114285714285715,0.64,0.7142857142857143,0,1,2,3,4,5,8,9,11,12,13,15,16,17,19,20,21,22,23,24,25,26,28,29,30,31,32
0.6885714285714286,0.7142857142857143,0.5028571428571429,0.64,0.7114285714285714,0,3,4,5,6,7,8,9,10,11,12,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.6914285714285714,0.7142857142857143,0.5171428571428571,0.64,0.7142857142857143,0,1,3,4,5,6,7,9,10,12,13,15,16,17,18,21,22,23,24,25,26,27,28,29,30,31,32
0.6857142857142857,0.6914285714285714,0.5257142857142857,0.64,0.6914285714285714,1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,29,30,31,32
0.6942857142857143,0.7257142857142858,0.5171428571428571,0.64,0.7228571428571429,0,1,2,3,4,5,6,7,8,10,11,12,13,16,17,18,19,20,21,24,25,26,27,28,29,30,32
0.6857142857142857,0.7171428571428572,0.5085714285714286,0.64,0.6828571428571428,0,1,2,4,5,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,24,25,26,27,29,30,31
0.7,0.7285714285714285,0.5142857142857142,0.64,0.7228571428571429,0,1,2,3,4,5,6,9,10,11,12,13,14,15,16,17,18,19,22,23,24,25,26,27,29,31,32
0.68,0.7228571428571429,0.6542857142857142,0.64,0.7171428571428572,0,2,4,5,6,7,8,9,10,11,14,15,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32
0.7028571428571428,0.7,0.5142857142857142,0.64,0.6971428571428572,0,1,2,3,4,7,8,9,12,13,14,15,16,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.6942857142857143,0.72,0.5142857142857142,0.64,0.7228571428571429,0,1,2,3,4,5,6,7,8,9,10,13,14,15,16,17,19,20,21,22,23,25,26,28,29,30,32
0.6914285714285714,0.7257142857142858,0.6771428571428572,0.64,0.7257142857142858,0,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,23,24,25,26,27,29,31,32
0.7028571428571428,0.6657142857142857,0.6714285714285714,0.64,0.6828571428571428,0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,20,21,22,24,26,27,29,30,31,32
0.6914285714285714,0.7142857142857143,0.6628571428571428,0.64,0.7114285714285714,0,2,4,5,7,9,10,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,28,29,30,31,32
