0.696,0.792,0.8,0.752,0.76,0,7,8,9,11,12,13,15,17,18,19,20,22,24,25,26,29,30,31,32,33,35,37,42,45,46,48,49,50,51,52,53,54,55,56,59
0.68,0.824,0.712,0.736,0.776,0,1,7,10,11,12,13,14,15,16,17,19,20,23,24,26,28,29,30,33,34,35,39,40,42,43,44,45,46,47,48,49,54,57,58,59
0.744,0.824,0.712,0.76,0.616,0,2,3,4,6,7,8,9,12,13,17,18,19,20,25,30,31,32,34,35,36,38,39,40,41,44,45,46,48,49,50,52,53,55,57,59
0.728,0.84,0.736,0.792,0.776,2,3,5,6,7,8,9,10,11,12,14,18,20,21,22,26,28,29,30,31,32,33,35,37,41,42,44,47,48,51,53,54,55,56,58,59
0.672,0.84,0.776,0.704,0.68,1,2,3,4,5,6,8,9,10,11,13,14,16,17,18,20,21,25,26,27,28,30,31,32,33,34,40,41,46,48,50,51,53,54,56,59
0.696,0.784,0.768,0.696,0.64,1,2,7,9,13,15,16,18,19,20,21,23,24,25,26,27,28,30,31,36,37,38,39,41,45,46,47,48,51,52,54,55,56,57,58,59
0.76,0.832,0.776,0.744,0.68,0,3,4,5,6,7,8,9,11,14,16,17,18,19,21,23,26,27,28,30,31,32,34,35,36,40,41,42,46,50,51,53,54,55,56,58
0.72,0.848,0.776,0.736,0.752,0,1,3,4,8,9,10,11,12,13,15,16,18,19,20,23,24,25,28,29,30,31,32,34,35,38,40,42,44,46,49,50,51,54,56,59
0.752,0.832,0.8,0.744,0.744,0,1,2,3,4,7,8,11,12,14,15,16,18,19,22,23,26,29,30,31,32,35,36,37,39,40,42,45,46,49,50,52,53,56,58,59
0.664,0.832,0.736,0.728,0.744,2,3,4,5,8,10,11,12,13,14,15,16,17,18,19,24,26,28,29,30,32,34,35,38,42,43,44,47,48,49,51,52,56,57,58,59
