,svm,rft,lgn,knn,dtr
0.1,0.19999999999999996,0.2240000000000001,0.24,0.19999999999999996,0.19199999999999995
0.2,0.2639999999999999,0.15999999999999992,0.256,0.18400000000000005,0.23199999999999998
0.3,0.20000000000000007,0.16799999999999993,0.19200000000000006,0.17599999999999993,0.19200000000000006
0.4,0.19200000000000006,0.16000000000000003,0.16800000000000004,0.1519999999999999,0.256
0.5,0.16000000000000003,0.10399999999999998,0.136,0.128,0.16800000000000004
0.6,0.14400000000000002,0.08799999999999997,0.128,0.12,0.256
0.7,0.17599999999999993,0.11199999999999999,0.08800000000000008,0.14400000000000002,0.15200000000000002
0.8,0.12,0.09599999999999997,0.09599999999999997,0.11199999999999999,0.16000000000000003
0.9,0.08800000000000008,0.09599999999999997,0.05599999999999994,0.07200000000000006,0.12
