0.768,0.824,0.808,0.808,0.656,0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,19,21,22,23,24,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,43,44,47,48,49,50,53,54,55,57,58,59
0.752,0.832,0.784,0.752,0.768,0,1,2,4,5,7,8,9,10,11,13,14,15,16,18,19,20,21,22,24,25,26,30,31,32,33,35,37,39,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56,57,58,59
0.784,0.784,0.824,0.792,0.68,2,3,4,5,6,7,9,10,11,12,13,14,15,17,19,20,21,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,46,47,48,49,50,52,53,55,56,57,59
0.76,0.864,0.784,0.76,0.736,0,1,3,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,25,27,28,29,30,31,32,33,34,35,36,38,39,41,42,44,45,46,47,48,49,50,51,53,54,55,56,57
0.68,0.816,0.776,0.76,0.672,0,1,2,3,4,5,6,7,8,10,11,13,14,16,17,18,19,21,23,24,25,26,27,28,29,30,31,33,34,35,36,38,40,41,42,43,44,45,46,47,48,51,52,53,55,56,57,58
0.72,0.816,0.784,0.752,0.768,0,2,3,4,6,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,26,28,29,30,31,32,33,36,37,38,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,58,59
0.76,0.824,0.768,0.744,0.728,0,1,3,4,6,7,8,10,11,13,14,15,17,18,21,22,23,24,25,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,48,50,51,52,53,54,55,56,57,58,59
0.736,0.824,0.784,0.752,0.672,0,1,3,4,5,7,8,9,11,12,13,14,15,16,17,18,19,21,22,23,25,26,27,28,29,30,31,32,34,37,38,39,40,41,42,43,45,46,47,48,50,51,52,53,54,55,56,58
0.72,0.816,0.776,0.784,0.656,0,1,3,4,5,6,7,8,9,10,13,14,15,17,18,19,20,21,22,23,25,26,27,29,30,31,32,34,35,37,38,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56,57
0.728,0.824,0.752,0.744,0.672,0,1,2,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,41,44,47,48,49,50,51,52,53,55,56,57,58
0.696,0.824,0.792,0.752,0.672,0,1,2,4,5,6,8,9,10,11,13,14,15,16,17,18,19,20,21,22,26,27,28,29,30,31,32,34,35,36,38,39,40,43,44,45,46,47,48,49,50,52,53,54,55,56,58,59
0.728,0.792,0.76,0.72,0.672,0,1,2,3,5,6,7,8,10,11,12,14,15,16,17,18,19,21,23,24,25,26,27,28,29,31,33,35,36,37,38,40,42,43,44,45,46,47,48,49,50,51,52,54,55,56,57,58
0.728,0.824,0.768,0.776,0.736,0,1,2,3,5,7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25,28,29,31,32,33,34,35,36,37,38,39,40,42,43,45,47,48,49,50,51,52,53,55,57,58,59
0.744,0.808,0.76,0.736,0.76,0,1,3,4,5,8,9,10,11,12,14,15,16,17,18,19,21,22,23,25,26,28,29,30,31,32,33,34,35,37,39,40,41,43,44,45,46,48,50,51,52,53,54,55,56,57,58,59
0.728,0.832,0.752,0.76,0.664,1,4,6,8,9,10,11,13,16,17,18,19,20,21,22,23,24,25,26,27,29,30,32,33,34,35,36,37,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.76,0.816,0.792,0.728,0.672,2,3,4,5,6,8,9,10,12,14,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,37,38,39,40,42,43,44,45,47,48,49,50,51,52,53,55,56,57,58,59
0.76,0.808,0.784,0.744,0.656,0,2,3,4,5,6,9,12,13,14,15,16,17,18,19,21,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,50,51,52,53,55,56,57,58,59
0.712,0.824,0.752,0.744,0.616,0,1,2,3,4,6,7,8,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,28,29,31,33,34,35,36,37,38,39,41,42,44,45,46,47,49,50,51,52,53,54,55,57,58
0.76,0.832,0.776,0.728,0.656,0,1,2,3,4,6,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,37,38,41,43,44,45,46,47,49,50,51,53,54,55,56,57,59
0.752,0.8,0.808,0.736,0.744,0,1,2,4,5,6,7,8,9,12,13,14,15,17,18,19,20,21,22,23,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,49,50,51,53,54,56,57,58
0.712,0.824,0.752,0.744,0.736,0,1,2,3,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,27,28,29,33,34,35,37,38,39,40,41,42,44,46,47,48,50,51,52,53,54,55,57,58,59
0.8,0.792,0.784,0.76,0.76,0,1,4,5,6,8,9,10,11,12,13,15,16,17,18,19,21,22,23,24,25,26,28,29,30,31,32,33,35,36,37,38,39,41,42,43,44,45,46,47,48,50,52,55,56,57,58,59
0.76,0.824,0.792,0.76,0.76,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,33,35,36,38,39,41,42,43,44,46,47,48,49,50,51,53,55,56,58
