0.9096273291925466,0.9319875776397516,0.9031055900621118,0.8742236024844721,0.8683229813664596,0,2,3,5,6,7,9,11,12,15,17,18,19,20,21,22,25,26,28,29,30,32,35,36,37,38,40,41,44,45,46,47,48,50,51,52,53,54,55,56
0.8975155279503105,0.9285714285714286,0.8987577639751553,0.8593167701863355,0.8683229813664596,0,1,2,3,5,6,11,12,13,14,15,16,17,18,19,22,24,25,26,27,28,29,31,32,33,35,36,38,39,41,42,44,46,47,49,51,52,54,55,56
0.8990683229813664,0.9301242236024845,0.8940993788819875,0.8748447204968944,0.8701863354037267,0,1,2,3,6,7,9,10,11,12,13,14,15,16,18,21,23,24,27,28,29,30,32,36,38,39,40,41,42,43,44,45,46,47,50,51,53,54,55,56
0.8956521739130435,0.9288819875776397,0.8916149068322982,0.860248447204969,0.868944099378882,0,3,4,5,6,7,9,11,12,13,16,18,19,21,22,23,25,26,27,28,29,30,31,33,35,36,37,38,40,41,42,43,45,46,47,49,50,52,53,55
0.8962732919254658,0.9273291925465839,0.8913043478260869,0.8785714285714286,0.8673913043478261,0,1,2,5,6,7,9,10,13,14,15,17,18,20,21,22,23,24,25,27,28,30,31,32,33,35,36,37,38,40,41,42,44,48,49,51,52,53,54,56
0.903416149068323,0.9229813664596274,0.9012422360248448,0.8645962732919255,0.8577639751552795,0,1,2,4,7,8,9,10,11,14,15,16,17,20,21,24,25,26,27,28,29,32,33,35,36,38,39,40,41,43,45,46,48,49,50,51,52,54,55,56
0.896583850931677,0.9248447204968944,0.8900621118012423,0.8711180124223602,0.8760869565217392,1,3,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,25,26,28,29,30,31,33,35,38,39,41,42,43,45,46,48,49,50,51,53,54,55
0.9059006211180124,0.9204968944099379,0.8959627329192547,0.8677018633540373,0.8577639751552795,0,2,4,5,7,8,9,10,11,13,14,15,17,18,19,20,21,23,24,25,26,27,28,31,32,36,37,38,39,40,42,45,46,47,48,50,51,52,55,56
0.9114906832298136,0.9304347826086956,0.8962732919254658,0.8739130434782608,0.8683229813664596,0,1,2,3,4,5,6,8,9,13,15,16,19,20,21,22,25,26,27,28,29,31,34,35,37,38,39,40,41,42,44,45,47,48,49,50,51,52,54,56
0.893167701863354,0.922360248447205,0.8909937888198758,0.8599378881987577,0.8732919254658386,0,1,2,3,4,5,6,7,9,10,11,12,13,16,17,19,20,21,22,23,24,25,26,28,30,31,32,33,34,38,39,42,43,44,48,49,50,52,53,55
0.8748447204968944,0.9173913043478261,0.8673913043478261,0.8540372670807453,0.8437888198757764,0,1,3,6,7,8,10,11,12,13,14,16,17,18,19,20,21,22,23,25,29,30,31,32,33,34,35,36,37,38,40,41,42,43,45,47,49,50,54,55
0.8928571428571429,0.9161490683229814,0.8869565217391304,0.8630434782608696,0.8577639751552795,1,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,21,22,23,24,25,26,28,29,30,31,32,35,37,38,40,42,44,47,48,49,51,52,53,56
0.9006211180124224,0.929192546583851,0.8987577639751553,0.8822981366459627,0.8677018633540373,0,1,2,3,4,6,7,8,13,16,17,18,19,20,21,22,23,24,25,27,28,29,30,33,35,36,37,40,41,43,44,45,47,48,49,50,51,52,55,56
0.8822981366459627,0.9145962732919255,0.8711180124223602,0.8434782608695652,0.8549689440993788,0,1,3,4,5,7,8,9,10,12,13,14,16,17,18,19,20,21,22,25,27,29,30,31,32,35,37,38,39,41,42,44,46,48,50,51,52,53,54,55
0.9024844720496894,0.9338509316770186,0.8919254658385093,0.8779503105590062,0.8677018633540373,1,3,4,5,6,7,8,9,10,11,15,16,17,19,20,21,22,24,27,28,29,30,32,33,34,36,37,38,40,42,44,45,47,49,51,52,53,54,55,56
0.9037267080745341,0.931055900621118,0.9,0.8763975155279503,0.8726708074534162,1,2,4,6,7,8,9,10,11,12,13,14,15,16,17,18,21,22,23,24,25,28,31,32,33,35,36,37,39,41,43,44,45,47,48,49,51,52,53,55
0.9074534161490683,0.9285714285714286,0.9049689440993789,0.8847826086956522,0.8683229813664596,0,1,5,6,8,9,11,12,15,17,18,20,21,22,23,24,25,26,27,28,31,32,33,34,35,36,40,41,43,44,45,47,49,50,51,52,53,54,55,56
0.9090062111801243,0.9248447204968944,0.9024844720496894,0.8543478260869565,0.8580745341614907,0,1,2,3,4,7,8,9,10,11,13,15,16,17,21,22,24,26,27,29,30,31,32,34,36,37,38,39,41,42,43,45,46,47,48,50,51,52,54,56
0.8978260869565218,0.9226708074534161,0.8875776397515528,0.8661490683229813,0.8531055900621118,0,1,3,4,5,7,10,11,12,13,14,15,16,17,18,20,21,22,26,27,28,29,30,34,35,36,38,39,41,42,44,45,47,48,49,51,52,53,54,56
0.9093167701863354,0.9229813664596274,0.9012422360248448,0.8798136645962733,0.8736024844720497,0,2,3,5,6,7,8,9,10,11,13,15,16,17,20,21,22,23,25,26,27,28,29,30,31,34,35,37,39,41,43,45,46,47,48,49,51,52,54,55
0.9006211180124224,0.9288819875776397,0.8978260869565218,0.8732919254658386,0.8748447204968944,0,3,5,6,9,10,11,13,15,17,18,19,22,23,25,26,27,28,30,31,32,33,36,37,38,39,41,42,44,45,46,47,48,49,50,52,53,54,55,56
0.9080745341614906,0.9357142857142857,0.9046583850931676,0.8903726708074534,0.8686335403726708,0,2,3,4,5,6,7,8,13,14,15,16,18,19,20,21,22,23,24,26,27,28,31,33,36,37,39,41,42,44,45,46,48,49,50,51,52,54,55,56
0.8950310559006212,0.9307453416149069,0.8885093167701863,0.8444099378881987,0.8350931677018634,0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,18,19,21,24,25,26,27,28,29,30,36,37,41,42,43,44,46,47,48,49,50,53,54,55,56
