,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.888768115942029,0.907608695652174,0.8778985507246376,0.8648550724637681,0.8402173913043478
Sim Entropy,0.8989130434782608,0.933695652173913,0.8960144927536232,0.8782608695652174,0.8833333333333333
Rep Entropy,0.8659420289855072,0.9268115942028986,0.8597826086956522,0.8634057971014493,0.8398550724637681
Lap Score,0.8721014492753624,0.9402173913043478,0.8764492753623189,0.8608695652173913,0.8173913043478261
SPECtrum,0.9065217391304348,0.9322463768115942,0.8942028985507247,0.8876811594202898,0.8615942028985507
Mutual Corre,0.9047101449275362,0.9322463768115942,0.8960144927536232,0.869927536231884,0.8833333333333333
MICI,0.8771739130434782,0.9101449275362319,0.8659420289855072,0.8594202898550725,0.8278985507246377
MDCM,0.9108695652173913,0.9344202898550724,0.8971014492753623,0.868840579710145,0.8695652173913043
Linear Depend,0.9061594202898551,0.9365942028985508,0.9014492753623189,0.8775362318840579,0.8855072463768116
MPMR,0.9123188405797101,0.9405797101449276,0.9119565217391304,0.8818840579710145,0.8855072463768116
MCFS,0.8847826086956522,0.9130434782608695,0.8771739130434782,0.8804347826086957,0.8452898550724638
RSPCA,0.907608695652174,0.9369565217391305,0.9014492753623189,0.8702898550724638,0.8702898550724638
ANOVA F,0.913768115942029,0.9398550724637681,0.9032608695652173,0.888768115942029,0.8721014492753624
ReliefF,0.9144927536231884,0.9344202898550724,0.9057971014492754,0.8775362318840579,0.8721014492753624
Info Gain,0.9123188405797101,0.9409420289855073,0.9018115942028986,0.8833333333333333,0.8721014492753624
MRMR,0.9155797101449276,0.9402173913043478,0.9083333333333333,0.893840579710145,0.8721014492753624
ERFS,0.9184782608695652,0.9376811594202898,0.9094202898550725,0.8855072463768116,0.8717391304347826
