,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.8615942028985507,0.881159420289855,0.8445652173913043,0.8543478260869565,0.8260869565217391
Sim Entropy,0.8623188405797102,0.9014492753623189,0.8528985507246377,0.8355072463768116,0.8293478260869566
Rep Entropy,0.8365942028985507,0.9108695652173913,0.8336956521739131,0.8373188405797102,0.8398550724637681
Lap Score,0.8387681159420289,0.9079710144927536,0.8420289855072464,0.8655797101449275,0.8326086956521739
SPECtrum,0.8847826086956522,0.9144927536231884,0.8804347826086957,0.847463768115942,0.8431159420289855
Mutual Corre,0.8554347826086957,0.8989130434782608,0.8463768115942029,0.8282608695652174,0.8293478260869566
MICI,0.8786231884057971,0.8913043478260869,0.8677536231884058,0.8514492753623188,0.847463768115942
MDCM,0.8702898550724638,0.893840579710145,0.855072463768116,0.8623188405797102,0.847463768115942
Linear Depend,0.9047101449275362,0.925,0.8909420289855072,0.8644927536231884,0.8713768115942029
MPMR,0.8543478260869565,0.913768115942029,0.8518115942028985,0.847463768115942,0.8315217391304348
MCFS,0.8673913043478261,0.9072463768115943,0.855072463768116,0.8485507246376811,0.825
RSPCA,0.8923913043478261,0.9231884057971015,0.8851449275362319,0.869927536231884,0.8510869565217392
ANOVA F,0.8971014492753623,0.9311594202898551,0.893840579710145,0.8865942028985507,0.8721014492753624
ReliefF,0.9036231884057971,0.9340579710144927,0.8996376811594203,0.8865942028985507,0.8702898550724638
Info Gain,0.8989130434782608,0.9293478260869565,0.8934782608695652,0.8865942028985507,0.8721014492753624
MRMR,0.9003623188405797,0.9318840579710145,0.8905797101449275,0.8869565217391304,0.8721014492753624
ERFS,0.908695652173913,0.9358695652173913,0.9039855072463768,0.9003623188405797,0.8717391304347826
