0.8972049689440994,0.9251552795031056,0.8984472049689441,0.8571428571428571,0.8664596273291926,0,1,2,3,5,9,11,13,14,15,16,17,18,19,20,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,54,55,56
0.8972049689440994,0.9226708074534161,0.8888198757763975,0.8614906832298137,0.8720496894409938,0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,17,19,20,21,22,23,24,25,27,28,29,30,31,33,34,35,38,39,40,42,43,44,45,47,48,49,50,52,53,55,56
0.9108695652173913,0.9363354037267081,0.9083850931677019,0.8717391304347826,0.8791925465838509,0,1,3,4,5,6,7,9,10,11,12,13,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,35,36,38,39,40,41,42,43,45,46,49,50,52,53,54,55,56
0.901863354037267,0.922360248447205,0.8906832298136645,0.868944099378882,0.8478260869565217,1,2,3,4,5,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50,51,53,54,55,56
0.9062111801242236,0.9307453416149069,0.9027950310559006,0.8720496894409938,0.8704968944099379,0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,40,42,43,44,45,46,47,48,51,52,54,56
0.9096273291925466,0.9319875776397516,0.9009316770186335,0.8745341614906832,0.8791925465838509,0,1,4,6,7,8,9,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,46,48,50,52,53,54,55,56
0.9105590062111801,0.9347826086956522,0.9006211180124224,0.8711180124223602,0.8683229813664596,0,1,2,3,4,6,7,8,10,11,13,14,15,16,17,18,20,21,22,23,25,26,27,28,29,30,31,32,33,34,36,37,38,39,41,42,43,45,47,50,51,52,53,54,55,56
0.9012422360248448,0.9301242236024845,0.8950310559006212,0.8695652173913043,0.8658385093167702,0,1,2,4,5,6,7,9,10,11,12,13,14,15,17,18,19,20,22,23,25,27,28,29,30,32,35,36,37,38,39,41,42,43,44,45,47,48,49,50,51,52,53,54,55,56
0.9049689440993789,0.9279503105590062,0.9,0.872360248447205,0.8683229813664596,0,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,29,30,31,33,34,35,37,38,39,40,41,42,44,47,49,50,51,52,53,54,55,56
0.9043478260869565,0.9282608695652174,0.8916149068322982,0.8546583850931677,0.8729813664596273,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,19,20,21,23,24,26,27,30,32,33,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50,51,53,54,55,56
0.9083850931677019,0.9273291925465839,0.8959627329192547,0.8736024844720497,0.8683229813664596,1,2,5,6,7,8,9,10,12,13,15,16,17,18,19,20,21,23,25,26,27,28,29,31,33,34,35,36,37,38,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56
0.9139751552795031,0.9304347826086956,0.9027950310559006,0.8596273291925466,0.8791925465838509,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,32,33,34,35,36,37,38,42,43,44,45,46,47,48,49,52,53,56
0.9093167701863354,0.9332298136645962,0.9049689440993789,0.8795031055900621,0.8686335403726708,0,2,4,5,6,7,9,11,12,13,14,15,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,46,47,48,50,51,52,54,55,56
0.9049689440993789,0.922360248447205,0.8953416149068323,0.8614906832298137,0.8580745341614907,0,1,3,5,7,8,9,10,11,12,13,14,15,16,18,19,21,23,24,26,27,28,29,30,31,33,34,36,37,38,39,40,42,43,44,45,46,47,49,50,51,52,53,54,55,56
0.9102484472049689,0.9341614906832298,0.90527950310559,0.8729813664596273,0.8686335403726708,0,1,2,3,4,5,6,8,9,10,12,13,14,15,17,18,19,20,22,23,24,26,27,29,30,32,33,35,36,37,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56
0.9136645962732919,0.9285714285714286,0.9027950310559006,0.8745341614906832,0.8683229813664596,1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,19,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,44,46,48,49,50,51,52,53,54,55,56
0.9055900621118013,0.9319875776397516,0.8984472049689441,0.877639751552795,0.868944099378882,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25,26,28,29,30,31,32,33,34,36,37,38,40,42,43,44,45,46,48,49,50,51,52,53,55
0.9127329192546584,0.934472049689441,0.906832298136646,0.8664596273291926,0.8683229813664596,0,2,3,4,6,7,8,10,12,14,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,33,34,35,36,38,40,41,44,45,46,47,48,49,50,51,52,53,54,55,56
0.9080745341614906,0.929192546583851,0.8928571428571429,0.8770186335403727,0.8751552795031056,0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,27,28,29,30,31,33,34,37,38,40,41,42,43,44,45,46,47,48,49,51,53,55
0.9049689440993789,0.9285714285714286,0.8981366459627329,0.8633540372670807,0.8701863354037267,0,1,2,4,5,6,8,9,10,11,12,13,14,16,17,20,21,22,24,25,26,28,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49,50,51,52,53,54,55,56
0.915527950310559,0.9350931677018633,0.9105590062111801,0.8698757763975156,0.8767080745341614,0,1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,34,36,38,39,40,41,42,45,46,47,49,50,51,52,53,54,55
0.9062111801242236,0.9326086956521739,0.9003105590062112,0.8736024844720497,0.8701863354037267,0,1,3,4,6,7,8,9,10,11,12,13,14,17,19,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,39,40,41,42,43,45,46,47,48,49,50,51,52,54,55,56
0.8981366459627329,0.9195652173913044,0.8950310559006212,0.8664596273291926,0.846583850931677,0,1,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,34,35,36,37,38,40,41,43,44,45,46,47,49,51,53,54,55,56
0.9049689440993789,0.9263975155279504,0.8987577639751553,0.8614906832298137,0.8701863354037267,0,2,3,4,5,6,7,8,9,10,11,12,13,14,17,18,21,22,23,25,26,28,29,30,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
