,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.8300724637681159,0.8568840579710145,0.8202898550724638,0.8478260869565217,0.8217391304347826
Sim Entropy,0.8264492753623188,0.8927536231884058,0.8228260869565217,0.8376811594202899,0.8391304347826087
Rep Entropy,0.7670289855072464,0.8586956521739131,0.7768115942028986,0.842391304347826,0.8271739130434783
Lap Score,0.788768115942029,0.8355072463768116,0.7920289855072464,0.7956521739130434,0.7927536231884058
SPECtrum,0.8286231884057971,0.8717391304347826,0.8293478260869566,0.8333333333333334,0.8358695652173913
Mutual Corre,0.6340579710144928,0.7275362318840579,0.6644927536231884,0.7148550724637681,0.7235507246376811
MICI,0.8289855072463768,0.8539855072463768,0.8184782608695652,0.8398550724637681,0.8228260869565217
MDCM,0.8268115942028985,0.8579710144927536,0.8177536231884058,0.8394927536231884,0.8391304347826087
Linear Depend,0.821376811594203,0.8525362318840579,0.816304347826087,0.8097826086956522,0.8018115942028986
MPMR,0.7782608695652173,0.8489130434782609,0.777536231884058,0.7913043478260869,0.7663043478260869
MCFS,0.7463768115942029,0.8416666666666667,0.761231884057971,0.8159420289855073,0.7764492753623189
RSPCA,0.7739130434782608,0.8155797101449276,0.7768115942028986,0.7952898550724637,0.7822463768115943
ANOVA F,0.8909420289855072,0.9217391304347826,0.886231884057971,0.8909420289855072,0.8692028985507246
ReliefF,0.8920289855072464,0.9221014492753623,0.8826086956521739,0.8865942028985507,0.869927536231884
Info Gain,0.894927536231884,0.9260869565217391,0.8833333333333333,0.9,0.8717391304347826
MRMR,0.8876811594202898,0.9170289855072464,0.8789855072463768,0.8851449275362319,0.8692028985507246
ERFS,0.8894927536231884,0.9177536231884058,0.8818840579710145,0.8880434782608696,0.869927536231884
