,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.9050724637681159,0.9322463768115942,0.9003623188405797,0.8826086956521739,0.8692028985507246
Sim Entropy,0.9173913043478261,0.9405797101449276,0.9090579710144927,0.8840579710144928,0.8721014492753624
Rep Entropy,0.9181159420289855,0.9460144927536231,0.9079710144927536,0.8923913043478261,0.8855072463768116
Lap Score,0.8967391304347826,0.9427536231884058,0.8931159420289855,0.8724637681159421,0.8315217391304348
SPECtrum,0.9166666666666666,0.9416666666666667,0.9021739130434783,0.8833333333333333,0.8713768115942029
Mutual Corre,0.9210144927536232,0.9420289855072463,0.9119565217391304,0.8869565217391304,0.8721014492753624
MICI,0.9050724637681159,0.9329710144927537,0.9003623188405797,0.8826086956521739,0.8692028985507246
MDCM,0.9170289855072464,0.9369565217391305,0.9115942028985508,0.8764492753623189,0.869927536231884
Linear Depend,0.9199275362318841,0.9380434782608695,0.9108695652173913,0.8840579710144928,0.8721014492753624
MPMR,0.9188405797101449,0.9423913043478261,0.9210144927536232,0.8786231884057971,0.8855072463768116
MCFS,0.9061594202898551,0.9253623188405797,0.8981884057971015,0.8807971014492754,0.8557971014492753
RSPCA,0.9188405797101449,0.9409420289855073,0.9072463768115943,0.8880434782608696,0.8721014492753624
ANOVA F,0.9195652173913044,0.9369565217391305,0.9094202898550725,0.883695652173913,0.8721014492753624
ReliefF,0.9202898550724637,0.9369565217391305,0.9094202898550725,0.8851449275362319,0.8721014492753624
Info Gain,0.9228260869565217,0.9373188405797102,0.9094202898550725,0.8902173913043478,0.8721014492753624
MRMR,0.9202898550724637,0.941304347826087,0.9108695652173913,0.8829710144927536,0.8721014492753624
ERFS,0.9213768115942029,0.9405797101449276,0.913768115942029,0.8923913043478261,0.8721014492753624
