,svm,rft,lgn,knn,dtr
0.1,0.2539855072463768,0.24736024844720494,0.2496376811594203,0.2795031055900622,0.2631469979296066
0.2,0.15434782608695652,0.13457556935817805,0.14068322981366455,0.1838509316770186,0.15372670807453415
0.3,0.12857142857142856,0.11863354037267071,0.12505175983436856,0.15217391304347827,0.17805383022774324
0.4,0.09855072463768111,0.08043478260869563,0.09311594202898543,0.09704968944099379,0.10967908902691514
0.5,0.08297101449275368,0.05398550724637685,0.07681159420289863,0.07841614906832295,0.09290890269151142
0.6,0.08405797101449275,0.03421325051759838,0.08079710144927521,0.07287784679089016,0.10357142857142854
0.7,0.05357142857142838,0.030641821946169823,0.05859213250517592,0.0636645962732919,0.08778467908902698
0.8,0.04917184265010355,0.028674948240165588,0.045703933747411885,0.04906832298136643,0.046790890269151175
0.9,0.03814699792960652,0.024896480331262794,0.03364389233954457,0.03778467908902683,0.027743271221532084
