0.9055900621118013,0.9316770186335404,0.8928571428571429,0.8922360248447205,0.8683229813664596,1,3,4,5,6,7,10,11,14,15,19,21,22,23,24,25,26,27,28,30,31,33,34,35,37,38,40,44,45,46,47,50,51,52,56
0.872360248447205,0.9105590062111801,0.8658385093167702,0.8285714285714286,0.8217391304347826,0,1,3,8,9,12,13,14,16,18,19,20,21,24,25,26,27,28,29,31,32,34,35,36,38,39,43,44,47,49,50,52,53,54,56
0.8987577639751553,0.929192546583851,0.8891304347826087,0.8686335403726708,0.8701863354037267,2,3,4,6,8,11,13,16,17,19,20,23,25,26,27,29,30,31,32,34,35,36,37,39,43,45,46,47,48,49,50,51,52,54,56
0.8866459627329193,0.9127329192546584,0.8726708074534162,0.8590062111801242,0.848136645962733,1,2,4,5,7,10,11,12,14,15,17,19,20,22,23,24,27,28,29,31,33,36,37,38,39,41,42,43,44,47,50,51,53,55,56
0.9090062111801243,0.9338509316770186,0.9043478260869565,0.8822981366459627,0.8767080745341614,0,3,5,6,7,8,12,13,15,16,18,19,20,21,22,23,24,26,28,29,30,31,34,35,38,39,42,45,48,49,50,51,52,53,55
0.8767080745341614,0.90527950310559,0.8562111801242236,0.8468944099378882,0.8546583850931677,0,1,2,5,9,10,12,13,14,16,17,19,20,22,23,25,26,28,29,31,32,33,35,37,39,41,42,44,45,47,48,50,51,53,54
0.8972049689440994,0.9220496894409937,0.893167701863354,0.8683229813664596,0.8686335403726708,0,1,2,3,4,6,9,12,13,14,16,18,19,22,23,24,25,26,28,29,31,33,34,36,37,39,41,43,46,48,49,51,52,53,56
0.8826086956521739,0.925776397515528,0.8813664596273292,0.860248447204969,0.8350931677018634,0,2,3,4,5,6,8,9,10,13,14,15,19,20,21,24,25,26,28,30,31,32,34,37,40,42,43,46,47,48,49,50,54,55,56
0.8975155279503105,0.9251552795031056,0.8869565217391304,0.8729813664596273,0.8695652173913043,0,1,2,3,4,5,6,7,8,10,11,13,15,17,18,19,20,24,25,26,27,29,31,32,33,34,36,39,41,45,46,47,49,51,55
0.8664596273291926,0.9059006211180124,0.8605590062111801,0.8316770186335404,0.8055900621118013,0,1,4,7,8,9,11,12,13,14,16,17,19,20,22,23,26,28,29,30,31,32,34,35,36,37,39,40,41,44,46,47,48,53,55
0.8813664596273292,0.9211180124223602,0.8819875776397516,0.8599378881987577,0.8381987577639751,0,1,2,3,5,9,10,11,12,14,15,20,22,23,24,26,27,29,31,32,36,37,38,39,40,41,42,43,45,47,48,50,53,54,56
0.8922360248447205,0.9232919254658385,0.8841614906832298,0.8565217391304348,0.865527950310559,1,3,4,5,6,8,10,11,12,14,18,20,21,24,26,27,28,29,31,32,34,37,38,39,40,43,44,46,47,50,52,53,54,55,56
0.9090062111801243,0.9313664596273292,0.901863354037267,0.8714285714285714,0.8791925465838509,0,3,4,5,6,9,10,11,12,13,15,16,17,19,21,23,24,25,26,28,31,34,38,39,41,44,45,46,47,48,49,52,54,55,56
0.8950310559006212,0.9267080745341615,0.8950310559006212,0.8652173913043478,0.8720496894409938,0,1,3,4,5,6,11,14,16,17,18,20,21,22,23,24,25,28,29,30,32,34,36,37,38,40,41,43,44,45,46,49,52,55,56
0.8807453416149068,0.9270186335403726,0.8742236024844721,0.8515527950310559,0.8282608695652174,1,3,4,5,6,8,9,10,11,12,13,14,17,18,19,20,21,23,24,25,26,27,28,29,37,41,42,43,45,46,47,48,49,50,55
