0.8506211180124224,0.9074534161490683,0.8332298136645963,0.8416149068322981,0.8645962732919255,0,1,6,12,18,19,26,28,29,30,31,35,36,37,39,40,41,46,49,51,53,54,56
0.8562111801242236,0.8866459627329193,0.8487577639751552,0.8518633540372671,0.8229813664596274,4,14,16,20,21,22,23,27,29,33,35,36,39,40,41,43,46,47,48,49,52,53,56
0.8565217391304348,0.889751552795031,0.8329192546583851,0.8388198757763975,0.8360248447204969,2,5,6,7,9,13,14,17,18,25,27,28,29,33,36,37,38,39,41,45,47,50,51
0.8577639751552795,0.9077639751552795,0.8453416149068324,0.8416149068322981,0.827639751552795,0,2,8,10,11,12,13,14,15,19,20,21,23,24,29,30,35,38,41,45,46,55,56
0.8642857142857143,0.8972049689440994,0.8596273291925466,0.8577639751552795,0.8183229813664596,1,3,7,8,12,15,16,18,22,24,26,27,28,29,31,33,36,37,39,40,45,50,56
0.8801242236024844,0.9186335403726708,0.8667701863354037,0.8726708074534162,0.8720496894409938,0,1,2,3,6,7,16,18,23,24,28,31,32,34,36,37,38,40,50,51,53,54,56
0.8503105590062112,0.8947204968944099,0.8381987577639751,0.8493788819875776,0.8335403726708075,5,8,9,10,13,19,20,23,24,27,28,32,33,34,39,40,41,43,47,50,51,55,56
0.8791925465838509,0.90527950310559,0.8785714285714286,0.8593167701863355,0.8562111801242236,0,2,6,10,11,16,17,19,20,21,24,25,26,28,29,30,34,35,36,42,44,45,51
0.8475155279503106,0.8919254658385093,0.8462732919254659,0.822360248447205,0.8145962732919255,0,1,3,4,7,8,9,13,14,15,16,17,18,19,21,28,39,40,43,44,47,52,56
0.8596273291925466,0.893167701863354,0.8608695652173913,0.8440993788819876,0.8232919254658385,1,3,5,6,7,8,11,13,16,17,20,24,30,32,35,36,39,42,43,46,47,50,56
0.84472049689441,0.8841614906832298,0.8437888198757764,0.8236024844720496,0.815527950310559,0,2,12,13,15,17,20,21,23,26,28,29,30,31,35,36,37,39,40,44,45,49,50
0.8692546583850932,0.8993788819875776,0.8540372670807453,0.8357142857142857,0.8270186335403726,0,4,10,13,17,18,21,23,28,30,36,38,39,40,41,42,44,45,48,52,53,54,56
0.8549689440993788,0.8860248447204969,0.841304347826087,0.8366459627329192,0.8114906832298137,2,4,7,12,14,15,16,17,23,27,28,29,30,35,36,39,40,41,42,44,46,49,51
0.8801242236024844,0.9130434782608695,0.8788819875776398,0.8729813664596273,0.8515527950310559,0,14,15,16,24,25,27,30,32,36,39,40,41,42,43,44,46,48,49,52,53,55,56
