Unnamed: 0,SVM,RFC,LRC,KNN,DST
MPMR,0.073152767,0.078104404,0.069625915,0.074624342,0.065976004
MCFS,0.009166563,0.00665867,0.020932694,0.174423161,0.010935249
RSPCA,0.177399954,0.136952653,0.130896719,0.037761715,0.119194217
ANOVA F,0.266549272,0.326274848,0.257930323,0.225671204,0.16712706
ReliefF,0.2868595,0.12885427,0.284702611,0.164173553,0.037908864
Info Gain,0.243902469,0.157288592,0.266914312,0.245990603,0.00528537
MRMR,0.280209248,0.310797938,0.278593498,0.241315343,0.117007168
ERFS,0.248036409,0.302159663,0.231158036,0.337158173,0.153822507
Variance,0.038060678,0.019633875,0.010353087,0.067611452,0.077292025
Sim Entropy,0.038960457,0.008595475,0.014134215,0.072286712,0.045817438
Rep Entropy,0.051377416,0.082426083,0.035920711,0.054844396,0.0541841
SPECtrum,0.030502529,0.020719619,0.020075986,0.069049994,0.080877738
Lap Score,0.05695605,0.049853756,0.074452201,0.013306509,0.033665856
Mutual Corre,0.020245041,0.057453966,0.026017758,0.00701289,0.046813469
MICI,0.019885129,0.011128878,0.002610778,0.050528771,0.126296763
MDCM,0.038780501,0.064692261,0.041322322,0.033985544,0.0828698
Linear Depend,0.076571245,0.059987369,0.021336362,0.038840621,0.007769044
MPMR,0.03662103,0.075549703,0.035200496,0.011867968,0.102591219
MCFS,0.03662103,0.002261967,0.007652282,0.064914187,0.081674563
RSPCA,0.047418386,0.018729088,0.019355772,0.059879291,0.061554731
ANOVA F,0.137396347,0.120246174,0.102540576,0.230706099,0.006773013
ReliefF,0.205779598,0.081159382,0.170600871,0.150327591,0.07171425
Info Gain,0.175547003,0.11572224,0.161418133,0.192045295,0.02071745
MRMR,0.161150529,0.149380311,0.114784227,0.264332007,0.026295225
ERFS,0.138656038,0.19425774,0.153315717,0.356578483,0.006573806
