0.9105590062111801,0.9316770186335404,0.9021739130434783,0.8822981366459627,0.8667701863354037,0,1,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.912111801242236,0.9366459627329192,0.9083850931677019,0.8791925465838509,0.8683229813664596,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,43,44,45,46,47,48,50,51,52,53,54,55,56
0.9012422360248448,0.927639751552795,0.8978260869565218,0.8726708074534162,0.8683229813664596,0,1,2,3,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56
0.9102484472049689,0.9350931677018633,0.9102484472049689,0.8767080745341614,0.8686335403726708,0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,19,20,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,55,56
0.9158385093167701,0.9350931677018633,0.9059006211180124,0.882919254658385,0.8683229813664596,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56
0.9127329192546584,0.9360248447204969,0.906832298136646,0.8813664596273292,0.8683229813664596,0,1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0.9158385093167701,0.9347826086956522,0.9065217391304348,0.8782608695652174,0.8683229813664596,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,45,47,48,49,51,52,53,54,55,56
0.9031055900621118,0.931055900621118,0.9027950310559006,0.8708074534161491,0.8664596273291926,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,56
0.9090062111801243,0.9366459627329192,0.9102484472049689,0.8686335403726708,0.8686335403726708,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,26,27,28,29,30,31,33,34,35,36,37,38,39,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56
0.9046583850931676,0.9322981366459627,0.903416149068323,0.8701863354037267,0.8701863354037267,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,36,37,38,39,41,42,43,44,46,47,48,49,50,51,52,53,54,55,56
0.9142857142857143,0.9332298136645962,0.90527950310559,0.8826086956521739,0.8683229813664596,0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,35,36,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56
0.9186335403726708,0.9329192546583851,0.9077639751552795,0.8717391304347826,0.8683229813664596,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
