,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.8521739130434782,0.8789855072463768,0.8336956521739131,0.8554347826086957,0.8471014492753624
Sim Entropy,0.8431159420289855,0.8931159420289855,0.8405797101449275,0.8329710144927536,0.8398550724637681
Rep Entropy,0.8210144927536231,0.8902173913043478,0.8195652173913044,0.8358695652173913,0.8471014492753624
Lap Score,0.7938405797101449,0.8786231884057971,0.7996376811594202,0.8405797101449275,0.8159420289855073
SPECtrum,0.8489130434782609,0.8945652173913043,0.8463768115942029,0.8278985507246377,0.8369565217391305
Mutual Corre,0.8221014492753623,0.8913043478260869,0.8246376811594203,0.827536231884058,0.8177536231884058
MICI,0.8510869565217392,0.8775362318840579,0.8340579710144927,0.8525362318840579,0.8471014492753624
MDCM,0.8565217391304348,0.8829710144927536,0.8398550724637681,0.8605072463768116,0.847463768115942
Linear Depend,0.8445652173913043,0.8710144927536232,0.8398550724637681,0.8235507246376812,0.8318840579710145
MPMR,0.8434782608695652,0.8967391304347826,0.8431159420289855,0.8347826086956521,0.8134057971014492
MCFS,0.8503623188405797,0.8905797101449275,0.8492753623188406,0.85,0.825
RSPCA,0.8724637681159421,0.9068840579710145,0.8659420289855072,0.8514492753623188,0.8445652173913043
ANOVA F,0.8934782608695652,0.9264492753623188,0.8847826086956522,0.8876811594202898,0.8713768115942029
ReliefF,0.8923913043478261,0.9257246376811594,0.8851449275362319,0.883695652173913,0.8702898550724638
Info Gain,0.8942028985507247,0.9315217391304348,0.8847826086956522,0.8927536231884058,0.8721014492753624
MRMR,0.893840579710145,0.9322463768115942,0.8865942028985507,0.8873188405797101,0.8692028985507246
ERFS,0.908695652173913,0.9297101449275362,0.8960144927536232,0.8996376811594203,0.869927536231884
