,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.8858695652173914,0.9170289855072464,0.8789855072463768,0.8641304347826086,0.8402173913043478
Sim Entropy,0.9152173913043479,0.9402173913043478,0.9032608695652173,0.888768115942029,0.8721014492753624
Rep Entropy,0.8931159420289855,0.9300724637681159,0.8851449275362319,0.8557971014492753,0.8478260869565217
Lap Score,0.8909420289855072,0.9420289855072463,0.8858695652173914,0.8713768115942029,0.8315217391304348
SPECtrum,0.9173913043478261,0.9376811594202898,0.9039855072463768,0.8909420289855072,0.8735507246376811
Mutual Corre,0.9097826086956522,0.9391304347826087,0.9,0.8884057971014493,0.8721014492753624
MICI,0.9072463768115943,0.9307971014492754,0.9018115942028986,0.8786231884057971,0.8692028985507246
MDCM,0.9144927536231884,0.9318840579710145,0.9007246376811594,0.8771739130434782,0.8702898550724638
Linear Depend,0.9192028985507247,0.9369565217391305,0.9115942028985508,0.8826086956521739,0.8721014492753624
MPMR,0.9170289855072464,0.9445652173913044,0.9221014492753623,0.8873188405797101,0.8855072463768116
MCFS,0.8952898550724637,0.9192028985507247,0.8847826086956522,0.8721014492753624,0.8536231884057971
RSPCA,0.9097826086956522,0.9369565217391305,0.9050724637681159,0.8746376811594203,0.8721014492753624
ANOVA F,0.9181159420289855,0.9391304347826087,0.908695652173913,0.883695652173913,0.8721014492753624
ReliefF,0.9163043478260869,0.941304347826087,0.9057971014492754,0.8869565217391304,0.8721014492753624
Info Gain,0.9202898550724637,0.9416666666666667,0.9083333333333333,0.8858695652173914,0.8721014492753624
MRMR,0.9188405797101449,0.9391304347826087,0.9094202898550725,0.8880434782608696,0.8721014492753624
ERFS,0.9173913043478261,0.936231884057971,0.9112318840579711,0.883695652173913,0.8717391304347826
