,svm,rft,lgn,knn,dtr
0.1,0.7908000000000002,0.7492428571428572,0.7873057142857143,0.7566238095238095,0.7942819047619046
0.2,0.7945638095238096,0.7732304761904762,0.7897761904761904,0.7659942857142857,0.7972723809523811
0.3,0.7996266666666665,0.789437142857143,0.7942400000000001,0.7758495238095238,0.8046847619047619
0.4,0.8041352380952382,0.7998095238095237,0.7981742857142856,0.7807714285714284,0.8091361904761905
0.5,0.8080990476190476,0.8059180952380953,0.8019590476190476,0.785432380952381,0.813497142857143
0.6,0.8077533333333333,0.8069714285714287,0.8027066666666667,0.7862561904761906,0.8137409523809523
0.7,0.8084390476190477,0.8103152380952382,0.8046,0.7878857142857143,0.8154838095238097
0.8,0.8104961904761905,0.8137552380952381,0.8071257142857141,0.7908542857142858,0.8182942857142858
0.9,0.8106257142857143,0.8150438095238095,0.8079247619047618,0.7919799999999999,0.8190571428571428
