,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.812,0.8160952380952381,0.8096666666666666,0.7962857142857143,0.8224761904761905
Sim Entropy,0.8143333333333334,0.8160952380952381,0.8090952380952381,0.7958095238095239,0.8214761904761905
Rep Entropy,0.8143333333333334,0.8147142857142857,0.8090952380952381,0.7957142857142857,0.8214761904761905
Lap Score,0.8112857142857143,0.8174285714285714,0.8091904761904762,0.7931428571428571,0.820952380952381
SPECtrum,0.8116666666666666,0.8162380952380952,0.8100952380952381,0.7953333333333333,0.820952380952381
Mutual Corre,0.8143333333333334,0.8154285714285714,0.8090952380952381,0.7959047619047619,0.8214761904761905
MICI,0.8141428571428572,0.8186190476190476,0.8103333333333333,0.7953333333333333,0.8210952380952381
MDCM,0.8112857142857143,0.8173333333333334,0.8092857142857143,0.7962380952380952,0.820952380952381
Linear Depend,0.8117142857142857,0.818047619047619,0.8094761904761905,0.7936190476190477,0.820952380952381
MPMR,0.8121428571428572,0.8176190476190476,0.81,0.7954285714285714,0.820952380952381
MCFS,0.8128095238095238,0.8153809523809524,0.8101428571428572,0.7938571428571428,0.820952380952381
RSPCA,0.8113809523809524,0.8164285714285714,0.8092380952380952,0.7930952380952381,0.820952380952381
ANOVA F,0.8134285714285714,0.8153809523809524,0.8098571428571428,0.7952380952380952,0.8214761904761905
ReliefF,0.8112857142857143,0.817952380952381,0.8091904761904762,0.7931904761904762,0.820952380952381
Info Gain,0.8143333333333334,0.814047619047619,0.8090952380952381,0.796,0.8214761904761905
MRMR,0.8116666666666666,0.8188571428571428,0.8092380952380952,0.7961428571428572,0.820952380952381
ERFS,0.8118095238095238,0.8183333333333334,0.8093809523809524,0.7940952380952381,0.820952380952381
