,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.811047619047619,0.816952380952381,0.8093809523809524,0.7981428571428572,0.8224761904761905
Sim Entropy,0.8144285714285714,0.8126666666666666,0.8089047619047619,0.7933809523809524,0.8214761904761905
Rep Entropy,0.8144285714285714,0.8122857142857143,0.808952380952381,0.7943809523809524,0.823
Lap Score,0.8110952380952381,0.8167142857142857,0.8095238095238095,0.7943333333333333,0.8224761904761905
SPECtrum,0.8122857142857143,0.8167619047619048,0.8090952380952381,0.7946190476190477,0.820952380952381
Mutual Corre,0.8144285714285714,0.8131904761904762,0.808952380952381,0.7946666666666666,0.823
MICI,0.815047619047619,0.8176190476190476,0.8098095238095238,0.7947619047619048,0.8210952380952381
MDCM,0.8103333333333333,0.8166666666666667,0.8088095238095238,0.7946666666666666,0.820952380952381
Linear Depend,0.814,0.8179047619047619,0.8097619047619048,0.7955238095238095,0.8210952380952381
MPMR,0.8138095238095238,0.8183809523809524,0.808952380952381,0.7903809523809524,0.8210952380952381
MCFS,0.8134285714285714,0.8136666666666666,0.8097619047619048,0.7917142857142857,0.8214761904761905
RSPCA,0.8110952380952381,0.8163333333333334,0.8095238095238095,0.7942857142857143,0.8224761904761905
ANOVA F,0.8122380952380952,0.815952380952381,0.808952380952381,0.797952380952381,0.8214761904761905
ReliefF,0.8110952380952381,0.8185238095238095,0.8095238095238095,0.7942857142857143,0.8224761904761905
Info Gain,0.8141904761904762,0.8131904761904762,0.809,0.7967142857142857,0.8214761904761905
MRMR,0.8110952380952381,0.8158095238095238,0.809047619047619,0.7942857142857143,0.820952380952381
ERFS,0.8112857142857143,0.8188095238095238,0.8088571428571428,0.7934285714285715,0.820952380952381
