,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.8141904761904762,0.8092380952380952,0.8083809523809524,0.7994285714285714,0.8213333333333334
Sim Entropy,0.8118571428571428,0.8051904761904762,0.8062380952380952,0.7973333333333333,0.823
Rep Entropy,0.7850952380952381,0.7818095238095238,0.785047619047619,0.7578095238095238,0.7932857142857143
Lap Score,0.8012380952380952,0.7955238095238095,0.7914761904761904,0.7707142857142857,0.8055714285714286
SPECtrum,0.7823809523809524,0.776952380952381,0.7841428571428571,0.7564761904761905,0.788047619047619
Mutual Corre,0.7810952380952381,0.7710476190476191,0.7810952380952381,0.7416666666666667,0.7810952380952381
MICI,0.8216666666666667,0.8057142857142857,0.8074761904761905,0.7884761904761904,0.8216190476190476
MDCM,0.8216666666666667,0.804952380952381,0.8074761904761905,0.7884761904761904,0.8216190476190476
Linear Depend,0.7817142857142857,0.7689047619047619,0.7843809523809524,0.7581904761904762,0.787047619047619
MPMR,0.7971904761904762,0.7841904761904762,0.7854285714285715,0.7638095238095238,0.7968095238095239
MCFS,0.7810952380952381,0.7809047619047619,0.7807619047619048,0.755,0.7851428571428571
RSPCA,0.800952380952381,0.7768095238095238,0.7914285714285715,0.7805714285714286,0.8038571428571428
ANOVA F,0.8121428571428572,0.7955238095238095,0.8081428571428572,0.7960952380952381,0.8228571428571428
ReliefF,0.8129047619047619,0.8081904761904762,0.8095714285714286,0.8025714285714286,0.8231904761904761
Info Gain,0.8114761904761905,0.7779047619047619,0.8057619047619048,0.7984285714285714,0.8228571428571428
MRMR,0.8107619047619048,0.784,0.8077142857142857,0.7951428571428572,0.8228571428571428
ERFS,0.8153333333333334,0.7790952380952381,0.8082857142857143,0.790952380952381,0.8223333333333334
