,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.7810952380952381,0.7762857142857142,0.7810952380952381,0.7638095238095238,0.7851428571428571
Sim Entropy,0.8151904761904762,0.799047619047619,0.807047619047619,0.794,0.8225714285714286
Rep Entropy,0.7810952380952381,0.7630476190476191,0.7810952380952381,0.7455238095238095,0.7815238095238095
Lap Score,0.8031428571428572,0.8016666666666666,0.7921904761904762,0.7908095238095239,0.8056190476190476
SPECtrum,0.7824285714285715,0.7515238095238095,0.784047619047619,0.7527619047619047,0.7884761904761904
Mutual Corre,0.8015238095238095,0.8014761904761905,0.7875238095238095,0.7909047619047619,0.8055714285714286
MICI,0.8217619047619048,0.7873333333333333,0.8072857142857143,0.7849047619047619,0.8207142857142857
MDCM,0.8217619047619048,0.7873333333333333,0.8072857142857143,0.7849047619047619,0.8207142857142857
Linear Depend,0.7810952380952381,0.7218095238095238,0.7810952380952381,0.7412857142857143,0.7810952380952381
MPMR,0.7973809523809524,0.772,0.7852857142857143,0.7680476190476191,0.7968095238095239
MCFS,0.7810952380952381,0.7712857142857142,0.7807619047619048,0.7549523809523809,0.7820952380952381
RSPCA,0.8011904761904762,0.8006666666666666,0.7878571428571428,0.7901428571428571,0.8055714285714286
ANOVA F,0.8094761904761905,0.8181904761904762,0.8070952380952381,0.8011428571428572,0.8228571428571428
ReliefF,0.8152857142857143,0.818047619047619,0.810952380952381,0.7939047619047619,0.823
Info Gain,0.8094761904761905,0.8181904761904762,0.8070952380952381,0.8011428571428572,0.8228571428571428
MRMR,0.812,0.8022380952380952,0.808047619047619,0.8009047619047619,0.8228571428571428
ERFS,0.8155714285714286,0.7370952380952381,0.8087619047619048,0.7931428571428571,0.821952380952381
