lap_scr,sim_ent,svd_ent,var_src,spc_ent,mut_cor,mici,mdcm_eig,lin_dep,lin_rep,mcfs_s,rsp_val,anv_f,rlf_val,inf_gain,mrmr_v,erf_val
0.150084078477227,105.124843392543,0.14187236288374017,0.14055238119985944,5.867432315435144e-13,0.7237740526191594,0.00296764792896842,1.1679698226261258e-06,463.0855021253723,37.98177745026317,228.67535744706765,1143.2669568233284,740.8786796929992,0.25604485802463367,0.7151002348778193,341.13806598441306,3.6510374604117706
0.09127911097175416,169.66640068418042,-0.028086801772553294,0.07360508487602756,1.125089007195539e-12,5.935691292837972,0.0017369330975874897,1.943241555071694e-11,503.5593120609622,38.5432498126619,249.73459970712665,1173.1495933095773,6918.189217969582,1.049363980953054,2.580475719253174,1306.661420691304,2.1497523844732487
0.15414296137504824,105.43776516767872,0.07011680746022364,0.11341758403855853,5.876296165225909e-13,1.128850224922168,0.002417957926969118,7.403050773238034e-08,613.4527639329689,37.56627226684092,294.95308194665074,1156.9158495626477,3572.919264201651,0.6409131219427358,1.4328535529819555,1009.9221746227455,1.8284575766560183
0.14962636470744725,119.8781162995393,0.05438017400028272,0.265576457737586,5.200174057241803e-13,0.9978996829024647,0.0036823962262423973,4.775321580028994e-06,554.2936194522374,35.915074400716925,247.07415035020418,1095.7726348741364,6151.70036349366,0.5747783328366419,1.0565106934319028,3001.6260094852705,1.7411379672049447
0.14414123006759788,76.85342830679161,0.12529768061397295,0.13263091594702653,4.402534238909857e-13,0.21948749870973394,0.002838536983772337,7.919856302830796e-07,518.5327242129563,37.801480763502084,187.76816746069477,1148.6611547192526,9796.28093442564,0.6970692555195809,1.282264581896277,3867.667557189693,1.396319144010077
0.11362416424535762,123.9664535841074,0.05351647481243216,0.2667111322733423,6.02087364806561e-13,1.126056599536006,0.0037224292669320314,4.926817292086915e-06,545.2581908848781,35.83602983108002,249.6141777328838,1095.5564404523068,2073.0625255212876,0.34048614593758736,0.7762887382077759,1004.9015861061707,2.696728476157374
0.15425116898186772,139.92108398039707,0.029083786634040543,0.32691015465987644,1.3386174708469485e-12,1.2092226252853782,0.004492537954200362,1.1655425533833296e-05,640.9646675287371,35.240515146950194,227.6673354556463,1075.8353846480377,16413.36266649928,0.6745852151656858,1.3144923668835,7905.462572217886,1.156388527994923
0.136287210186384,101.13942761163173,0.1468116662067569,0.1403228530725808,6.377684914926002e-13,0.6084989504168354,0.0029551386107993724,1.2050370652024243e-06,450.5309450458502,37.9773580503221,232.5456330806526,1142.0801378330532,16432.602722536532,0.7339825188928863,1.4214990206529499,8361.16851744604,1.1520893549103517
0.10860722085428107,161.41119158164162,-0.033347289328765406,0.30833230890255753,1.4877378388884047e-12,2.4919847859978757,0.0037535683363149885,7.928880034772226e-07,704.0375009286149,34.875739079625845,302.8315336378883,1087.323202673982,5427.35818786424,0.6352232113542774,1.4386757090786846,1864.2868832352367,1.8931728137853003
0.1511554063436422,101.79185364828061,0.14154893342369945,0.14042993868776948,5.316490483569336e-13,0.6946745190759822,0.0029609868655957883,1.1831023523845284e-06,452.5781009411004,37.746213475483415,243.13124188351077,1142.4934232285984,1132.7736920844313,0.33689960377792805,0.7696350808972519,543.5586608150007,3.172707632337127
0.1798951496458312,68.70832093484267,0.18667568994394923,0.15970521541950253,2.53522136423343e-13,0.0,0.0037381554814671925,2.5108940714159124e-06,242.8809419702335,46.25087003952452,167.72479713747148,1135.9752695921152,60.64353050943624,0.17367168913560668,0.22708171282203304,28.573523629363287,8.141892549355724
0.10497997517640964,134.32542027990297,-0.06073232218796765,0.40761957807854643,5.693293662155595e-13,1.031672019856757,0.004947089851071347,1.701223747391886e-05,899.9647705786057,33.73578722493461,210.4378357116353,1046.4456228545869,9615.784128687617,0.6489011349803264,1.1245026813675278,4279.357523156457,1.4137891017215793
0.15024045616174897,101.92407485018684,0.13882885423685742,0.1413872211558864,3.7215327201876303e-13,0.7238554479597714,0.0029678256193970062,1.188089298600402e-06,447.98892664600237,37.61942232332425,241.63805825473565,1142.7169178818283,2864.471973554897,0.3802942838237337,0.8726671267968087,1371.4276133030303,2.392275026824953
0.07143357947071632,172.12785976139,-0.05979548289695025,0.23157073962907632,9.259876672727566e-13,4.115132489379078,0.002593611607155072,3.529830958997085e-08,666.0122130164581,35.834639296595725,265.1308371573874,1114.772942755134,23019.92944793213,1.3351149881046775,2.74565977661757,6174.355934637733,1.0913093510201652
0.14293228602867708,118.77820343250926,0.08034102815645383,0.11793747992271462,5.999330156845934e-13,1.5341574956268467,0.002473814792032472,6.46970025833661e-08,596.4588100508932,37.741787071238406,276.77632929073025,1154.1441363988893,2022.2541950688405,0.5087756297809493,1.249333667615369,589.3552575780685,2.474233889196284
0.1944693251540447,91.5894429276442,0.09585375473086799,0.29501133786848266,3.320419718513442e-13,0.2945121623458409,0.005091521981865341,1.0860524677717994e-05,358.21607152440214,44.42498250608394,48.747131863329145,1081.3019204714603,174.96101762024003,0.1579540047581282,0.20097652582622572,139.74788983064448,7.897976732056252
0.4059218206235161,81.19172504565353,0.19451366972284667,0.16408163265306233,1.1134761774007193e-12,0.0,0.003871122414868561,2.8086143684552333e-06,246.37781700490183,45.64738038800167,101.67014483610335,1132.994950962882,58.914115078424885,0.1206344171292626,0.18781392605141156,29.18395058525438,7.856439962738356
0.178332449050752,93.76017209497479,0.13139969607433688,0.13709031414235737,3.5116403548093735e-13,0.5777187400281758,0.002881480494249876,1.009259576679026e-06,459.61248776487867,37.67473632611848,225.15586261904153,1146.0165775246753,1633.2117250262477,0.2791938962606772,0.7715681632474283,715.1867561451551,3.002491133252629
0.14579882558683988,68.03535198701368,0.18825171873534785,0.15861536281179217,3.5013011542970617e-13,0.0,0.0037082094812499744,2.4446343667535355e-06,244.99868862866867,46.34366026393678,165.5034322720665,1136.1802394823621,285.3205568369134,0.061237113402061914,0.24570748269961218,163.00368679096823,7.91415807357705
0.13344732000154916,141.48052286514985,0.061495163435285605,0.17890809765823854,1.4405231097696194e-12,2.1356441320852997,0.002786076256445516,1.2272772476102879e-07,564.6613328668128,37.081185206292915,238.88742427610143,1132.2503979094647,22446.846043365833,1.112297727225167,2.24452780308165,7472.050513539801,1.136220663075977
0.13859228371636212,115.02427178473616,0.04899627902084269,0.26664081657401156,3.8977030111090905e-13,0.8988553045090786,0.003590126160167774,4.609049320069063e-06,555.9500157135477,36.125177276760375,244.386060526548,1097.6828649270456,753.893373690042,0.20269037745365814,0.6883183855030106,379.78908842710103,3.71928780805565
0.16468250958707878,95.51828233301569,0.13134086549255208,0.1391884233316308,5.892069393345674e-13,0.6108765075869691,0.002935630149749416,1.063791680417543e-06,466.3126749648681,37.639660850811985,250.65025847904516,1145.0277925482844,4131.955266248248,0.5303671422149326,0.9390242673621874,1789.6623142268518,1.7987783391963668
0.1513609271745298,86.03839949410653,0.13253199278047312,0.13590667315709012,4.5238829725620933e-13,0.35816306005390697,0.0028744735167530525,9.331255258524169e-07,520.1766125890895,37.704711572166374,197.2288247386651,1145.9272519158785,6346.990462083355,0.5747307515519472,1.17514318013668,2744.241809736884,1.7405758154806226
0.11718180186927565,121.78073153143403,0.05528973944580695,0.2655716432862769,6.575018003276263e-13,1.0478638754036944,0.0036973855523760105,4.853886548756127e-06,538.8675082869028,35.87137817536834,249.8884800127384,1095.197932903911,4082.437545510216,0.5268223365051784,0.909380007474333,2091.217605553073,2.055878240826763
0.148506260758001,57.21999461015581,0.17793981091116162,0.1553287981859426,3.112353437402092e-13,0.0,0.003655204728609293,2.2446595889229235e-06,227.08310025047336,46.71394268681924,227.27992648574238,1139.5715083855073,241.01341477289603,0.09706582077716093,0.27304985270157855,137.91482828175614,8.265584117328743
0.3396544971269777,127.32523263810185,0.08573596168113351,0.1186992015742796,1.740691561284599e-12,1.9531507831522896,0.002469275996179514,7.643283651169153e-08,566.8779115515822,37.778689791718314,239.53870113028464,1153.2573056661884,20410.744744067702,1.0613996214567485,2.1412786946221267,6471.233477883359,1.0975580517921333
0.15007008382257375,84.5180181001436,0.13094531930105635,0.13700733318058628,4.799045660043106e-13,0.38496402069604585,0.0028954700781267592,9.773375003393631e-07,523.9346258492726,37.731883426634774,192.4684276498724,1145.5702562959007,9780.676999057283,0.7116370588502707,1.2508299005372985,4270.010262206747,1.4190683638136559
0.33627428002987125,126.82286069280426,0.043920024335763586,0.2766898728631262,1.4471029891270136e-12,1.0939743604501846,0.0037425290558832022,5.212740822871971e-06,573.9698449458824,35.833230892160756,226.57173569975635,1092.9818526115873,9604.237260744327,0.6166489541714446,1.1103887954484273,4764.34254976381,1.4673774374397077
