0.8967759453022108,0.896756457649565,0.8808250535131263,0.9000726238289797,0.8992992981920007,0,1,2,3,4,5,6,8,9,10,13,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,32,33,34,35,36,37
0.8925729352794523,0.8920533690326348,0.8763433675521853,0.9007740540181043,0.9007201636435391,0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,24,25,27,28,29,30,31,32,33,34,35,36,37
0.894049256098958,0.8938987825750752,0.8770343207700745,0.8990672420786836,0.900068275862034,0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,21,22,23,25,26,28,30,31,32,33,34,35,37,38
0.8831727521559422,0.8833057902699203,0.8659941602328463,0.8934196379734611,0.8924475425886927,0,1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,19,21,22,23,25,27,28,29,31,32,33,34,35,36,38
0.8979024040269936,0.8975246627433429,0.8800538359610738,0.8991757701372902,0.8990533806737913,1,3,4,5,7,9,10,11,12,13,14,15,16,18,19,20,21,22,24,25,26,28,29,30,31,32,33,34,35,36,37,38
0.8953107739090018,0.8950797736039786,0.8801732048268367,0.9006547326797298,0.9004444366457851,1,2,3,4,5,7,8,9,10,12,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.8920185178606306,0.8914270035928415,0.8780882418800399,0.8979289460199227,0.8983997556110348,0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,29,30,31,36,37,38
0.895292064809005,0.8945994053919611,0.8797748806126169,0.8993729124570068,0.8998639005794834,0,1,2,3,5,6,8,9,10,12,13,15,16,17,18,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38
0.8904630444891357,0.8900546477911419,0.876602682154993,0.898977709467938,0.9002030165274091,0,1,2,4,5,6,7,8,9,10,11,13,14,15,16,18,19,20,22,24,25,27,28,29,30,31,32,33,34,35,37,38
0.898387105511685,0.8983502213232151,0.8810557936899089,0.8987408375156077,0.8987739524650122,1,2,3,4,5,6,8,9,10,11,12,13,14,15,17,18,19,20,21,22,24,25,28,29,30,31,32,34,35,36,37,38
0.8743470720192297,0.8741238318934207,0.8557541366921584,0.8934319814180486,0.895673511375413,0,1,3,5,6,7,8,10,11,13,14,15,16,17,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,38
0.8766986245235826,0.8767294663784664,0.8608478059399389,0.8877109179239769,0.8896322614043276,0,1,3,4,5,6,7,10,11,12,14,15,16,17,18,19,20,22,24,25,26,27,28,29,30,31,32,33,34,36,37,38
0.8934370849318458,0.8932736375511863,0.8792427046591836,0.9002642485798755,0.9008800747022119,1,3,4,5,6,7,8,9,10,11,12,14,15,16,18,19,20,21,22,23,24,26,27,28,29,30,32,33,34,35,36,37
