0.8329120365099902,0.8342108342391489,0.8174865563978009,0.8564438555291926,0.8532949380881014,3,6,13,16,17,18,20,22,23,28,29,30,31,35,36,38
0.8453307704077466,0.8461010377414832,0.8227055851896327,0.8713804381752931,0.8659120646136849,2,5,7,10,12,15,16,17,20,22,26,28,30,34,35,37
0.8851879182884695,0.8850265404682555,0.870942854427061,0.8970254472482299,0.8957738156001614,0,1,8,9,10,14,16,21,25,27,28,29,30,33,34,36
0.8856595216214417,0.8857455157712738,0.8714470976438313,0.8928004660539938,0.8921778741681924,3,6,9,10,11,15,17,20,24,25,28,29,31,33,34,36
0.8806516555465715,0.8806637983758926,0.8723757777954386,0.882959689932755,0.8621027053355967,9,10,13,14,17,20,21,23,25,26,29,30,31,32,36,37
0.849053685093554,0.8495368754281425,0.8343703580066305,0.8774543250382891,0.878126404598261,0,2,3,4,7,16,17,20,23,28,30,31,33,34,35,36
0.8897500029950354,0.8897709739548008,0.8765662344174847,0.8964855751721686,0.8967855611317375,0,1,2,4,5,7,9,14,17,18,20,22,27,33,35,36
0.8401270501981682,0.8406060173012851,0.8257197097243747,0.867215628797857,0.8682119575462017,1,2,3,4,7,10,12,13,20,23,25,27,31,34,36,37
0.8830029328597312,0.8829485762535491,0.8717253511456335,0.8968261629173566,0.8935936531784434,0,1,5,9,10,11,12,19,22,25,30,33,34,36,37,38
0.7417122054528591,0.7427326729634701,0.7356222945015051,0.8161690837980156,0.8115020627521992,1,2,3,12,13,14,15,16,19,20,27,29,31,33,34,35
0.8414784753662714,0.841825995539483,0.8312537012913901,0.8726768705533338,0.8721460592666929,0,2,4,7,12,14,19,26,27,29,31,33,34,36,37,38
0.8595168122900778,0.8596466465266042,0.8459135301032328,0.8825015391135367,0.8766850039998048,0,1,4,8,10,13,15,16,17,20,21,24,26,32,34,38
0.8435604507833139,0.8446713094807118,0.8327630771493604,0.8641559020495044,0.8612014112842417,1,2,6,17,18,19,20,23,26,28,30,31,32,34,37,38
0.8661404746160786,0.8666010517423475,0.8543699707621862,0.8802143551467041,0.8813711532290914,0,3,8,10,11,13,16,18,20,26,30,31,34,35,36,37
0.884410992066317,0.8843696220397151,0.8683598961549143,0.8940649144589894,0.8917968737666442,3,6,8,9,10,13,14,20,23,24,25,28,29,34,35,38
0.883944875044339,0.8839233433782796,0.8683478532243589,0.8955175337938133,0.8953671268681237,1,2,3,4,8,9,13,15,16,19,21,23,25,26,30,37
0.8857414155099146,0.8858922761898067,0.873070529927406,0.8919333449465315,0.8942760501183644,0,3,4,6,9,11,14,15,18,20,21,23,28,34,37,38
0.8063928854461129,0.8071884157012064,0.7816759321651724,0.8511264301937643,0.8400012507921818,2,3,4,5,6,10,12,13,14,16,19,20,23,26,30,32
0.8886906862151137,0.8885276851704831,0.8732247142902927,0.8946609893038852,0.8957470920814756,0,5,6,7,9,10,11,13,18,21,24,26,27,28,31,35
0.7962568720042433,0.7966108528875169,0.7804755698497442,0.8480064079384917,0.8322753188876001,0,2,3,5,10,14,15,16,17,20,25,26,28,29,32,38
0.886573686646912,0.8864361780925785,0.8714908652464274,0.896838637650507,0.8922135300779763,0,1,7,9,10,12,17,20,25,27,29,31,32,35,37,38
0.8834577629002152,0.8833598319448457,0.8681739192901347,0.893859020246126,0.8951641624035256,0,3,4,6,7,8,9,11,12,14,19,20,21,26,27,38
