0.860581922876995,0.8607677244656566,0.8512620685060412,0.880186991138738,0.8728377674882168,2,4,5,8,10,12,13,14,15,18,19,20,22,23,24,25,29,33,37,38
0.8769608114225924,0.8767925457118254,0.8606307960676716,0.8885143875038837,0.8841182000281589,1,2,7,8,10,12,13,15,16,18,20,25,29,32,33,34,35,36,37,38
0.8730280096904994,0.8732369398181667,0.8535686084520993,0.8867629638815112,0.8867508685600335,0,1,3,4,7,8,10,17,19,20,22,23,24,25,26,27,28,34,35,36
0.8879116085671231,0.8878680567173765,0.8758768672409105,0.8953986174412105,0.8953019387683362,0,1,4,6,8,9,10,11,14,15,17,18,19,20,21,22,25,26,27,38
0.8737904268978263,0.8741510889431542,0.8578045849999348,0.8883385586114443,0.8856564736080914,1,3,5,8,13,14,16,17,18,20,22,26,27,28,29,30,31,32,34,36
0.8887962949287875,0.8887118217845715,0.8756880774095098,0.8957625546457152,0.8929171866901942,2,3,8,9,11,12,13,15,17,18,20,23,27,29,30,31,33,34,36,38
0.8736737941439057,0.8739591044942698,0.8547717559691388,0.8868011743532603,0.8833690738498365,0,2,3,7,8,10,11,13,16,17,18,21,22,24,28,31,33,34,35,37
0.8874354545039508,0.887406873167294,0.869787975350556,0.8929543446619195,0.8933001546825393,3,4,7,8,9,11,12,13,14,15,16,20,21,22,23,25,28,33,36,38
0.8681172282700119,0.8683908900845685,0.8511419994229368,0.8836189429306035,0.8816025317566589,1,3,5,6,8,10,11,12,13,16,17,18,21,22,23,24,31,32,34,37
0.8216384698525696,0.8222153861133354,0.799917221297267,0.8540244384630991,0.8505165889347088,0,1,2,5,10,11,13,16,17,18,22,23,24,26,31,32,33,35,36,38
0.8321772922160372,0.8330134767231435,0.8199529092154709,0.858986269273061,0.8581103916481899,2,5,10,11,12,14,15,16,17,18,19,21,23,30,32,33,34,35,36,37
0.8661180821736776,0.8663254110165541,0.8487725589002604,0.8865163016712393,0.8838185103135879,1,4,5,6,8,11,13,14,17,19,20,22,26,27,28,30,31,32,33,35
0.8919222534700884,0.8915656234591927,0.8757063343531516,0.8951683928052507,0.8989540883835418,0,5,7,9,10,13,16,18,21,23,24,26,27,28,29,30,31,35,36,38
0.886835180303252,0.8866555107274844,0.8690724928239437,0.8954735004114289,0.8977493809463835,0,2,4,5,7,8,9,10,12,13,19,22,23,24,25,26,28,29,31,33
0.8625508611862912,0.8627408243880017,0.8480388678967723,0.8841828318841976,0.8815788435869037,0,1,5,7,8,12,14,19,20,21,23,27,29,30,31,32,34,35,37,38
0.889622069813528,0.8894720053990128,0.8742535243238196,0.898263458862215,0.8986695938906069,1,6,7,8,9,11,14,16,18,20,21,23,26,27,28,30,31,33,34,36
0.8866348133307909,0.8862836885814696,0.871936767541104,0.8959193718608676,0.8970129987522306,0,4,5,7,9,10,13,14,15,16,17,19,20,23,27,30,31,33,36,38
0.8856500700394413,0.885412509780945,0.8724481519338217,0.8963085316457627,0.895333135396512,0,2,4,6,8,9,12,14,15,16,18,22,24,26,27,29,32,34,37,38
0.8592323268352895,0.8595920106965065,0.8467858493226661,0.8816909867582999,0.8834442445118321,0,1,2,3,5,8,10,12,13,17,19,23,26,29,30,31,33,34,35,38
0.8646124866241416,0.8648321491868727,0.8555010218668205,0.8854006899314082,0.882437601229229,0,1,2,3,4,8,10,12,14,15,18,19,20,30,31,32,33,34,36,38
0.8885191897595652,0.8882989350101811,0.8710562909786692,0.8956972506488529,0.8966523564072268,1,7,9,12,13,14,15,16,20,21,22,23,24,25,27,28,29,30,36,37
0.8626635894331955,0.8630845184541037,0.8480354858876284,0.882368079482743,0.8800618492859079,3,4,5,6,8,10,11,12,14,16,17,19,21,26,32,33,34,35,37,38
