0.5739243939654275,0.5740274507889955,0.5739243528268156,0.5724459576343013,0.5600066351943698,3,6,7,12,13,16,17,18,22,23,26,27,29,32,34,35,37,40,42,44,46,49,50,51,55,56,57,65,67,71,73,79,81,82,84,87,88,90,93,97
0.5676486199445223,0.5673995725781826,0.5675749825981689,0.5698183884157939,0.5745645494555953,2,3,7,10,12,20,22,23,25,26,29,32,34,36,37,38,39,41,42,43,48,52,54,58,64,65,66,67,73,75,76,78,83,86,87,91,92,93,96,99
0.561598098883716,0.5617580541988053,0.5615947812892845,0.5626070328793031,0.56738196334941,0,8,10,11,16,17,21,23,25,26,33,36,38,42,44,45,46,47,52,53,55,57,58,63,65,66,69,72,75,77,81,82,85,88,90,91,94,95,96,97
0.5646275803213953,0.5651870060052795,0.5646282837651151,0.560364472869739,0.5572509107186866,0,1,11,12,13,15,23,25,29,32,33,34,37,40,43,44,45,46,48,49,50,52,54,58,59,61,62,65,67,71,72,73,74,78,83,85,89,94,97,98
0.5762720201009768,0.5763602879004153,0.5761708318770868,0.5594433408647858,0.5556958871085378,0,1,3,5,9,10,11,15,25,28,30,37,38,40,41,42,46,48,50,51,53,54,55,56,57,59,68,71,72,75,76,79,80,82,84,89,91,94,95,99
0.5706922338848144,0.5709762980817905,0.5706923849537235,0.5670826613256461,0.5694840779336794,0,7,8,11,12,13,16,17,23,24,25,26,27,32,34,35,37,38,39,44,51,52,53,56,58,60,63,65,66,67,68,70,71,76,79,80,84,87,90,94
0.5556888315373935,0.5556606971460609,0.5556548850138744,0.5537604160811664,0.5602637317492226,1,6,8,9,10,12,13,14,21,24,32,34,35,38,40,41,42,43,51,54,56,58,62,66,67,71,72,75,77,78,79,80,81,85,86,87,90,96,97,99
0.5575817615569645,0.557975937557217,0.5575820833307208,0.5633168982094308,0.5682047089111486,2,4,5,9,10,11,13,16,23,24,28,30,32,33,36,41,48,55,56,59,62,63,65,66,67,74,75,79,80,83,84,85,86,87,91,92,95,96,97,99
0.563659769970412,0.5639654968933356,0.5636955089599612,0.5635780362162781,0.5645899085467583,1,4,5,6,10,12,13,18,19,20,23,24,25,31,32,35,39,40,42,43,44,47,51,55,61,63,64,65,67,73,76,79,82,84,85,86,89,91,92,93
0.5621364777288406,0.5632404773221706,0.5621389122781071,0.5572839368326059,0.5519098600581366,0,7,10,12,13,15,24,27,29,31,33,35,37,41,43,46,47,50,51,53,55,56,58,59,60,62,63,68,74,76,79,81,83,85,91,92,95,96,97,98
