0.5693499887325605,0.5703607281301857,0.569351980744913,0.573110597437003,0.5645199956872295,1,3,4,5,6,7,8,9,11,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,37,38,40,42,43,44,45,46,47,48,49,50,51,52,54,55,56,57,58,62,63,64,66,67,68,69,70,71,72,74,76,78,79,80,82,83,85,86,87,88,89,90,92,94,95,96,97,98,99
0.5651944721813428,0.5667064524010497,0.5651262739704466,0.5670463558502615,0.5576258695181056,0,1,2,3,4,5,6,8,9,11,12,13,14,15,16,17,18,20,21,22,24,25,27,28,30,31,32,33,35,36,37,38,39,40,42,43,45,47,48,50,51,52,53,55,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,77,78,79,80,81,82,83,84,85,87,88,90,91,92,93,95,97,99
0.5723078665572243,0.5723333421498811,0.5719940656378277,0.5676114507429864,0.5629061462545206,0,1,2,3,5,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,25,28,29,30,31,32,33,34,35,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55,56,57,58,59,60,61,62,63,65,66,67,69,70,71,72,73,75,78,79,81,83,84,85,87,89,90,91,92,94,95,96,97,98,99
0.5728620134632669,0.573656676545886,0.5728441752060058,0.5702128536097932,0.562126211974362,0,1,2,3,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,35,36,38,39,40,41,42,44,45,46,47,48,49,50,51,52,54,55,56,57,58,59,60,61,62,63,65,66,67,68,70,72,75,76,78,79,80,82,83,85,87,88,90,92,93,94,95,97,98,99
0.5666439998486694,0.5682699577165927,0.5668337056767059,0.5723172556715497,0.5838812357285588,0,1,2,3,6,7,8,9,11,12,13,14,15,16,18,19,20,21,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,48,49,51,53,54,57,60,61,62,63,64,65,67,68,69,70,71,72,73,75,76,77,78,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,98
0.5700509713538957,0.5723360730392344,0.5697111432940206,0.5654891892507574,0.5610416115270447,0,1,2,5,6,7,8,9,10,11,14,15,16,18,19,20,23,24,25,26,29,30,32,33,35,37,38,39,40,41,42,43,44,46,47,48,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,79,81,82,83,84,85,86,87,89,90,91,92,93,95,96,97,98,99
0.5629912056853945,0.5646185221566222,0.5629814284849962,0.5687535795459039,0.5617733536476477,0,1,2,3,4,7,9,11,12,13,14,15,16,18,19,20,21,22,23,25,26,27,28,29,31,32,33,34,36,37,38,40,44,45,47,48,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,66,67,68,69,70,71,72,73,74,75,77,78,80,81,82,83,84,86,87,88,89,90,92,93,94,96,97,98,99
0.5618011660192126,0.5639154618877906,0.5618466709908155,0.5625147051298518,0.5601757277273026,0,1,2,5,6,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,30,31,32,33,35,36,37,38,40,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,59,60,61,62,64,65,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,84,85,86,87,89,91,93,94,95,97,98,99
0.5658839042385835,0.565988181884383,0.5658727715714047,0.5597767557594637,0.5521951638117424,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,27,28,29,30,31,33,34,35,36,37,38,39,41,42,45,46,47,48,50,51,52,53,54,55,56,57,58,63,64,65,66,67,68,69,70,71,72,73,75,76,77,79,80,81,83,84,85,87,88,89,90,92,93,97,98,99
0.5607983954746517,0.5628593605099375,0.5608015937236678,0.5719285498101724,0.5621796411327723,0,1,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,20,21,22,23,24,25,28,29,30,32,33,35,37,38,39,42,43,44,45,46,48,50,51,52,53,54,55,56,57,59,60,61,62,63,66,67,68,69,71,73,74,75,76,77,80,81,82,83,84,85,86,87,88,89,90,91,93,94,95,96,97,98,99
0.5652970989972002,0.565829064925891,0.5653058878691614,0.580049796771809,0.5828190707639956,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,22,23,24,26,28,29,30,31,32,33,34,35,36,38,39,40,42,44,45,46,47,48,49,51,52,54,55,56,57,60,62,63,65,67,68,70,71,72,73,74,76,77,78,79,80,81,82,83,85,86,88,89,90,91,92,93,94,95,96,98,99
