0.5632161998774905,0.5640034334538477,0.5632145660572608,0.5714899886477558,0.5611608675160785,2,3,4,5,6,7,11,14,16,20,21,24,26,27,28,32,33,34,36,37,40,41,43,45,50,54,55,58,59,60,61,63,65,67,69,71,72,74,75,76,77,79,81,83,84,86,90,94,95,96
0.5660380577843689,0.5663091863549803,0.5660380561660955,0.5698512546653834,0.5752078555262965,0,1,3,5,7,8,9,11,12,13,14,15,16,17,20,22,23,25,26,27,28,30,32,33,38,42,45,49,51,55,60,63,64,66,67,70,71,74,75,78,80,83,85,87,89,91,93,94,95,98
0.5625530445112223,0.5638548549725906,0.5625802977307979,0.5682094789445924,0.5761765372450731,0,3,6,7,9,10,16,17,25,27,32,35,37,38,39,40,42,43,51,52,54,57,58,59,60,61,63,68,70,71,72,74,75,77,78,80,81,83,85,87,88,89,90,93,94,95,96,97,98,99
0.5309556119323203,0.5316991149627455,0.5311058498987985,0.555448210193551,0.5554979282643377,0,1,9,11,14,17,18,19,20,22,24,25,26,27,28,30,31,32,34,37,38,41,42,48,49,51,53,54,55,56,57,58,59,65,67,68,69,71,73,79,81,83,86,87,88,89,92,93,94,95
0.5714845082939303,0.5711210273120182,0.5713635333976996,0.5700660537383109,0.5750892789627904,0,2,4,8,9,13,14,17,18,19,21,24,25,27,31,33,35,36,37,38,39,40,41,42,43,44,45,46,48,49,52,53,55,57,62,66,67,70,71,74,75,80,81,82,85,87,93,96,98,99
0.5682332219654831,0.5686351973624595,0.5682338193342258,0.5762579349920762,0.5774392416894816,3,8,9,10,12,14,15,16,20,23,24,25,28,29,31,33,34,36,37,39,40,41,43,47,48,53,54,56,58,61,62,63,66,68,71,72,76,81,84,85,87,88,89,90,92,93,94,96,98,99
0.5557570929235822,0.5566412173800332,0.5557769130454255,0.5743899058393351,0.575824396290429,0,2,4,5,10,11,19,23,24,25,26,27,28,31,32,33,35,37,40,41,42,49,52,57,59,62,64,66,70,71,72,73,74,75,76,77,78,79,80,84,85,87,88,89,90,91,92,93,95,96
0.5647603508803487,0.5648154979398625,0.5647602752741854,0.566914466085298,0.5602599958415004,0,3,4,5,7,8,9,16,17,18,20,22,23,24,26,28,31,32,34,37,40,41,42,45,46,50,51,56,57,60,62,64,66,68,69,70,73,75,76,77,78,79,80,84,88,90,92,96,97,98
0.5766296810296323,0.5766891551015482,0.5764311216850617,0.5736544467877711,0.5646966011011637,1,2,4,5,7,9,10,13,16,18,20,21,22,26,27,28,30,34,35,36,38,40,41,44,46,48,49,50,53,56,57,58,60,61,62,66,67,68,69,71,72,74,76,80,81,84,85,87,91,97
0.5744444079265216,0.5753165997518934,0.5744437452166323,0.571676557538368,0.5646214643165025,0,1,2,4,6,9,13,15,17,18,19,25,26,28,30,33,34,36,38,41,43,44,45,47,48,50,51,54,56,57,58,59,60,65,70,71,72,74,76,78,80,81,83,87,90,91,94,96,98,99
