0.5590683768270281,0.5622942238476131,0.5592372725648302,0.5678037906804558,0.5647443529904134,1,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,88,89,90,91,92,93,94,95,97,98,99
0.562909753265905,0.5648869013041746,0.5629423188140896,0.5740665077375042,0.5803278706077792,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51,52,53,55,56,57,58,59,60,61,62,63,64,65,66,67,69,70,71,72,74,75,76,77,78,79,80,81,82,83,85,86,87,88,89,90,91,92,93,96,97,98,99
0.5685088276085074,0.5689206869267438,0.5685878172146424,0.5678789701803016,0.5635087430666613,0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,46,47,48,49,50,51,52,54,55,56,58,59,60,61,62,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,93,94,95,96,98,99
0.5618874664722366,0.5632654696076325,0.562326522454049,0.5617553296884186,0.5557419968678659,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,17,18,19,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,45,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,92,93,94,95,96,97,98,99
0.5608939054880735,0.5638574599717592,0.5608579821186375,0.5659001009602866,0.559779526689437,0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,23,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,70,71,72,74,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.5597186404809307,0.5620931453603542,0.5597905864374599,0.5666028570254139,0.5639885132535655,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,56,57,59,60,61,63,65,66,67,68,69,70,71,72,73,74,75,76,77,79,80,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,99
0.5674476012596692,0.5695694268418405,0.5674781389722079,0.5783418728634215,0.5816918209212105,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,49,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,70,71,72,73,74,75,76,78,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.5625950336827928,0.5640170448196784,0.5626533099808606,0.5629506901814435,0.5652589115843891,0,1,2,3,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,69,70,71,73,74,75,76,77,78,79,80,81,83,84,85,87,88,90,91,92,93,94,95,96,97,98,99
0.5642453470217319,0.565976224378147,0.5642481547502473,0.5662714116427854,0.5601885443192004,0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,72,73,74,75,76,77,78,79,82,84,85,86,87,88,89,91,92,93,94,95,96,97,98,99
0.563932631566126,0.5652448633858559,0.5639831786469081,0.5674282056429802,0.5643324683175218,0,1,2,3,4,6,7,9,10,11,12,13,14,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,49,50,51,52,53,54,55,56,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,76,77,78,79,80,81,82,83,85,86,87,88,90,91,92,93,94,95,96,97,98,99
