0.5573393475687369,0.5590469526968362,0.5577233911648398,0.5612271822620809,0.5580290571958413,0,1,4,6,7,8,9,10,11,13,14,16,17,18,20,21,23,24,25,26,31,32,33,34,35,36,37,38,39,40,41,43,44,46,48,49,50,51,52,53,54,55,56,58,59,62,63,66,67,69,70,71,72,73,75,76,77,80,82,83,86,87,88,90,91,92,94,95,96,98
0.5511386810129679,0.5534051601784786,0.5511081451465504,0.5550577682864892,0.5724244129640194,0,4,5,6,7,9,10,11,12,13,15,18,19,20,21,22,24,26,27,28,31,32,33,36,38,42,45,46,47,48,49,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,76,77,78,79,81,82,83,85,86,88,89,90,91,92,95,96,98,99
0.5683574683439443,0.5697433370716347,0.5683572231412668,0.56695464697469,0.5618514279775373,0,1,3,4,5,7,8,9,10,11,12,13,17,19,20,24,25,27,29,30,32,33,34,37,40,42,43,44,45,46,48,49,50,52,53,54,56,57,58,60,61,63,64,65,66,67,68,69,70,71,73,74,75,78,79,82,83,84,85,86,87,89,91,93,94,95,96,97,98,99
0.5701204732861431,0.5714193033739721,0.5699052949452248,0.5704218035519207,0.5681729336559855,0,1,2,3,4,6,7,8,9,10,11,12,15,16,17,19,20,21,22,26,27,29,30,32,33,38,39,40,41,42,44,46,47,49,50,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,69,70,71,74,75,76,78,79,80,81,83,84,86,88,90,91,93,94,95,97
0.5574913645692541,0.5582340460366277,0.5575549862181302,0.5576838157449029,0.5405827787438497,0,1,5,6,8,9,11,13,14,15,16,18,20,21,22,23,25,26,27,28,29,30,31,32,33,37,38,42,45,47,48,49,50,51,52,54,55,56,57,58,59,60,62,64,65,66,67,68,69,70,72,73,74,75,76,77,79,80,82,83,84,85,86,89,91,94,96,97,98,99
0.5590624815312728,0.5613154274527139,0.5586885751393569,0.5588202235937778,0.5546382231727274,1,4,7,8,9,10,13,14,15,16,17,18,23,26,27,28,29,31,33,35,36,37,38,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,68,69,70,71,72,73,74,76,77,79,80,81,82,84,85,86,90,91,93,96,97,99
0.5649603380973474,0.5659469119555618,0.5649793484133707,0.5709651204907006,0.5654510580468437,0,1,2,5,6,8,9,10,12,13,14,16,17,18,19,21,22,24,25,27,28,29,30,31,32,34,35,36,37,39,41,42,44,46,48,49,50,53,54,55,56,57,58,60,62,64,65,67,68,69,70,72,73,74,75,76,77,80,81,85,86,88,89,90,91,94,96,97,98,99
0.5684906248296911,0.5696248396439829,0.5685130854629168,0.5676377831530698,0.5591223423404895,1,2,3,4,5,6,7,8,9,11,12,13,17,20,21,23,24,25,27,28,29,32,33,35,37,39,41,42,43,45,47,49,50,51,52,53,54,55,56,57,58,60,61,62,64,65,67,68,69,71,72,73,74,75,76,78,79,80,82,85,87,88,90,91,93,95,96,97,98,99
0.5604537428410241,0.5613166466267674,0.5604525761476533,0.5659716350037639,0.5639896280506211,0,1,3,4,5,6,7,8,9,12,15,16,17,20,21,22,23,24,25,28,29,32,33,35,36,37,39,40,43,44,45,46,47,48,49,50,51,52,55,56,58,60,62,63,65,67,68,69,70,71,73,74,75,76,77,78,79,81,83,84,85,86,87,88,89,91,95,96,97,98
0.5658513146545875,0.5669312540638518,0.5658573655996185,0.5614432554940507,0.5584787523547015,0,2,3,4,5,7,8,9,10,12,13,14,15,17,19,22,23,24,25,29,30,31,32,33,34,35,36,37,40,41,42,43,45,46,48,49,50,52,53,54,55,56,57,59,61,62,63,64,65,66,67,71,74,75,76,79,80,82,84,86,87,90,91,92,93,94,95,96,97,99
